,author,content,time
31732,1视觉,日本解封核辐射重污染区内变异野猪泛滥身带辐射遭射杀当地时间2017年3月30日日本福岛动物管控部门的工作人员枪杀野猪和浣熊由于辐射影响这些野猪都发生了变异所以并不会被食用而是做毁灭处理O日本解封核辐射重污染区内变异野猪泛滥身带辐射遭射杀第一财经日报,2017年03月31日 11:18
43311,头顶上的鱼鱼鱼,切尔诺贝利的处理方式应该比福岛好吧现在某国还要排核污水到太平洋搞笑了前几天的热搜还是清理更衣室标榜自己爱干净呕呕呕呕,2019-09-14 14:08
31762,美东侨报,侨报新闻速递日本解封核辐射重污染区猎杀变异野猪2017年3月30日日本福岛日本相关防控部门猎杀放射变异野猪由于这些野猪生活在放射性沾染区且吃着带有放射性的食物所以它们自身也开始带有放射性而这意味着它们的肉无法拿来食用据此前媒体报道在311地震后的6年时间里福岛事故无人区成了野猪的天堂这里的野猪数量迅速增加而随着这片区域的解禁福岛县的富冈町浪江町回归的居民正在展开猎杀野猪的行动收起全文d,2017年04月01日 11:36
72042,超棒的辰辰啊,今天在自习室看完了切尔诺贝利的悲鸣合上了书页有一种莫名的如释重负的感觉一方面觉得终于看完了这本沉重的书一方面又觉得它给我心里蒙上了一层阴霾使我感到忧伤于是我收拾东西准备回寝室脑子里又突然冒出书里的一句话书中的人已经见过他人未知的事物我觉得自己像是在记录着未来仔细一盘算觉得有些毛骨悚然想起昨晚看到的新闻4月9日日本政府基本决定将福岛核污水排入大海4月13日日本政府将召开内阁会议正式决定舆论一片哗然所以那句话是预言吗不得解收起全文d,2021-04-10 15:33
56466,遇见阳光Mysun,转发微博,2020-03-10 11:39
11747,沉没月光,央视新闻一家来自德国的研究机构的计算结果显示从排放日起福岛核废水57天可废掉半个太平洋3年后美国和加拿大就将遭核污染影响,04月13日 23:54
54239,怀特萨恩,福岛第一核电站的核废水处理方法政府的专家会议上表示排入海洋的方案更加可靠可实施报告书中提到的两种排放方法排入海洋和排入大气中认为排入海洋是有实际的经验的所以将会采用排入海洋的方法处理福岛第一核电站的核废水报告书通过的话政府会听取当地的自治体等的意见然后决定最终的处理方案趁大家还在被新型冠状病毒夺取关注力的时候给全世界的海洋里来点核废水染剂果然是亚洲之光看看视频就知道到底有多少罐有多少量的核废水了帮你们查了一下一个罐子10001200吨核电站内1000多个罐子目前已经超过100万吨还在增加日本福岛核污水或将排入太平洋L日本傻事的微博视频收起全文d,2020-01-31 21:14
73987,胡守之,一直都感觉美国就是本该和平年代的搅屎棍,04-13
4766,RBC话里话外--立新,还有没有中资机构的人员参与其中呢洪源要说辐射重地央视新闻频道女记者坐直升机采访敞开机门拍摄直接能看到福岛核电站烟囱也就是34千米距离这样玩命是不是更该立功受奖RBC话里话外立新参与救助恐怕也不光是外交部人员吧能否把这些同志姓名单位公布下,2012年07月19日 11:27
67315,南___有乔木,福岛青少年甲状腺癌发病率增118倍目前在福岛曾下达疏散指令的十一个地区重建后居民的居住率只有309农田耕种面积为322工商业重启率也仅有309更加令人担忧的是二月份发布的居民健康调查中福岛县青少年甲状腺癌的发病率增加了118倍相当于每100万人中就有236人患病L央视网的微博视频收起全文d,2020-11-27 19:10
11413,郑州人民广播电台,日本黑帮雇流浪汉清理福岛核泄漏日本福岛核泄漏事件过去已久但后续清理工作仍然没有完成路透社调查发现政府把工作承包给建筑商他们转而以低廉的工资聘请无业人员层层克扣导致工程进度缓慢据悉日本建筑业90都是由黑帮掌控的O网页链接,2013年12月31日 17:05
54571,啵菠梅桃樱柠豹纸超甜嗯,福岛第一核电站的核废水处理方法政府的专家会议上表示排入海洋的方案更加可靠可实施报告书中提到的两种排放方法排入海洋和排入大气中认为排入海洋是有实际的经验的所以将会采用排入海洋的方法处理福岛第一核电站的核废水报告书通过的话政府会听取当地的自治体等的意见然后决定最终的处理方案趁大家还在被新型冠状病毒夺取关注力的时候给全世界的海洋里来点核废水染剂果然是亚洲之光看看视频就知道到底有多少罐有多少量的核废水了帮你们查了一下一个罐子10001200吨核电站内1000多个罐子目前已经超过100万吨还在增加日本福岛核污水或将排入太平洋L日本傻事的微博视频收起全文d,2020-01-31 21:14
60458,佳禾日本留学,日本新闻日本核废水保管界限期2022年夏天以后究竟是排放到大气中海洋中via梁美夕日本日本生活佳禾日本留学,2020-10-16 13:11
87742,匿名,不会危害美国也只是暂时不会这都进了海里了它想独善其身做梦,04-14
5252,Johnny_Sydney,超恐怖核辐射后突变的日本蝴蝶组图日本研究人员发现爆发核危机的日本福岛县蝴蝶出现严重基因突变很多蝴蝶的腿触须以及翅膀形状发生变化这些异变与放射性物质有关基因突变率更高的蝴蝶则是吃了被污染的食物此外上一代蝴蝶正在将已经突变的基因传给后代,2012年08月15日 14:30
44038,云游人海,喜欢去日本旅游的怎么看,2019-09-18 22:48
100708,1134,让他们慢慢喝,04-12
65036,猴哥行云,日本拟将福岛核污水排放入海日本东电称核废水稀释后能喝靠这不是想让全世界人民骂大街吗,2020-11-07 09:52
10275,洋观日本,日本速递东京电力福岛第一核电站事故两年半后2号机靠海被放射性物质污染的地下水至今仍持续往海里流虽然采取了紧急对策到现在为止还不知道效果怎样,2013年09月12日 07:46
95944,Erwa,用核反应堆的热量来蒸馏行不行就不用买锅了冷却的时候顺便蒸馏,04-13
34726,DEDEMAMA828,转发微博,2019-05-22 18:01
66261,小Tao梓,日本核污水入海220天可抵达韩国小日本这样的行为难道不应该受到处罚吗,2020-11-12 11:20
44630,鸿儒之智,鸿儒之智日本果然是地球祸害百万吨核污水全排到太平洋3天能漂到美国日本环境大臣原田义昭日前表示日本未来可能向太平洋倾倒百万吨核污水原来自从日本发生核事故之后大量含有核辐射的污水目前都在福岛地区存储着但目前已经逼近储量极限O日本果然是地球祸害百万吨核污水全排到太平洋3天能漂到美国,2019-09-24 20:31
84903,老牛慢走,神特喵中国外务省,04-15
30934,东京日记,日本身边事日本福岛核辐射达震后最高核辐射达震后最高科学依据呢O日本福岛核辐射达震后最高值该强度下人只能活数十秒,2017年02月04日 19:14
30722,亚太日报APD,加拿大三文鱼检测出放射性元素或源自福岛核污染加拿大维多利亚大学的海洋学专家近日表示他们在加拿大西海岸的三文鱼身上首次检测到铯134放射性元素证明日本福岛核污染已经扩散到北美地区这是在欧美媒体近期陆续报道北美太平洋沿岸地区出现遭到核污染鱼类后加拿大专家首次证实这一消息详细内容请戳O网页链接收起全文d,2016年12月22日 14:58
37680,查理的披萨,转发微博,2019-06-19 18:35
59298,天父的孩子XX,谁知道日本核废水都排哪片海了,2020-08-11 03:05
19373,仲言198506,初夏乱象偶拾季节的编程被阵阵暴躁狂风搅碎五月的气候原不该如何剧烈江南天空不停呜咽柳絮疯舞刮倒的大广告牌砸伤了路人偌大世界也不安宁人为的灾难从印度向南亚和中南半岛肆意播洒新冠疫情日本政客们仍一意孤行向大洋倾倒核废水北美枪战纪实片密集开播略觉欣慰的资讯看红场威武的阅兵重温正义必胜的勇决公司院内大树下铺满一地黄黄的落叶旺盛的新陈代谢何止无言的草木花卉老去的采气师傅悠然收拾行装悄然引退时逢多事之秋祝福平安成了送给亲友同事最熨贴的花蕾收起全文d,05月13日 21:09
94388,明强,核战争后还有人类的活路么,04-12
53900,王壮壮是小尾八,应急救援净水器帮您远离灾难快速自救饮可净上海净水科技有限公司全球的各种自然灾难频发日本地震核泄漏国内的地震地面坍塌等不断的出现在我们的身边雪灾洪水飓风龙卷风地震等不可抗性灾难不知道什么时候会降临O网页链接,2020-01-31 00:01
15355,龙泉水2013,悬壶问茶动保环保人权女拳从来都是双标的目的就只是为了遏制中国山大王吴彬这个女子就是双标狗悬壶问茶瑞典环保少女对日本核废水一言不发却要求中国弃用筷子欧阳中壹它以为真是公主其实真活成了小丑,05月06日 15:21
53831,恽楚楚音乐家,把本拉登海葬受到日本核废水影响产生变异美国官员说会把拉登烧了扔海里日本民众担心最终成为哥斯拉登2扬州南方凤凰苑,2020-01-29 00:20
350,江门五邑网,日本福岛45儿童甲状腺遭辐射环球时报驻日本特约记者刘芳报道据日本新华侨报网8月18日消息福岛核电站事故导致的核泄漏问题正在给当地儿童日后的健康带来为危害日本政府核灾害对策本部17日公布了对福岛县内1150名儿童遭受辐射的检查报告结果显示O网页链接,2011年08月18日 21:51
4132,中山侨安投资顾问有限公司,加拿大新聞原题日黑社会头目因核工程被捕日本核电站数量很多但人们因恐核都不愿意去那里工作这就让黑社会找到了赚钱的机会据日本读卖新闻22日报道福岛县警方逮捕了日本黑社会住吉会的一巨龙出国集团移民快讯详情请留意O网页链接,2012年05月27日 22:54
11260,赢在中国网,秦山核电站在福岛事故后特地增海堤高度国内要闻新闻赢在中国网O网页链接,2013年12月16日 15:19
13106,唐宁街上的猫,日本遭遇67级地震袭击51岁的官员说从来没有经历这样的事9月6日凌晨67级地震袭击了日本北海道数以百万计的家庭遭受影响地铁发电厂甚至医院都停止了运营多地山体滑坡造成至少八人死亡航拍显示有数十栋房屋被泥土和岩石吞没政府出动直升机进行救援许多机场和道路被关闭列车停运唯一的核电站已经切换到备份发电机保持燃料冷却监管机构表示并没有异常辐射发生2011年3月大地震和海啸摧毁了福岛第一核电站导致严重核泄露首相安倍晋三表示会派出2500人的军队前往北海道进行救援就在过去的几个月日本频遭灾难袭击刚刚过去的台风在日本西部引发了大洪水整个晚上小余震不断地震导致一百多人受伤38人失踪道路破裂房屋歪斜abira小镇官员卡佐说我51岁了从来没有经历过这样的事房子是那种极端的震动像是要崩溃了足足震了两三分钟房子里乱七八糟甚至都没有时间清洁地震带来的停电凸显了该国脆弱的电力系统今年6月大阪地区大地震造成五人死亡超过350人受伤收起全文d,2018年09月06日 17:59
26622,AC一派胡言侯东渐,深圳小天就这水平慕洋犬王志安还在为它的精神祖国洗地狡辩核废水是安全的查看图片,04月10日 17:53
42098,用户9571816788,福岛核污染水快要无处安放日本环境大臣支持福岛核污水排放入海称别无他法10日针对日本福岛核电站大量核污水处理困难的问题日本环境大臣原田义昭在昨天举行的记者会上表态称目前来看除了将核污水排放入太平洋稀释外别无他法据日本经济产业省此前提供的数据截至今年年初福岛第一核电站院内共储存了大约112万吨含放射性氚的污染水这一数字还在以每年58万吨的速度增加而福岛第一核电站大院内污染水储水罐的建设目标容量是137万吨到2022年夏可能出现污染水存放空间不足的难题虽然日本原子能规制委员会强调将污水排入太平洋后放射性物质含量会被大大稀释从而达到安全标准但日本不少民众和渔业协会以及国际社会都表示担忧强烈反对日本政府把福岛核污水排放入海央视财经L央视财经的酷燃视频收起全文d,2019-09-11 15:32
74932,知大乎仙,这个国家有小节无大义历来如此,04-12
72157,静香视频,日本基本决定将福岛核污水排入大海外交部回应日本将核污水排入大海今日热门L静香视频的微博视频,2021-04-10 16:27
79103,新闻早餐,日本拟决定核废水排海外交部回应严重关切新闻早餐2021413星期二审慎对待福岛核电站核废水处置问题国内1中共中央国务院印发的国家综合立体交通网规划纲要单行本已由人民出版社出新闻早餐2021413,2021-4-13
30816,叽歪数码,日本福岛核灾区现巨型生蚝太恐怖了都是人类进步的代价L秒拍视频,2017年01月12日 20:10
23866,h_不能再咸鱼下去了努力斩托,大黄鸭嘎嘎嘎嘎嘎嘎愿地震战胜排核废水的小日本胖姗不多肉i66级轻了点吧给他来个89级助助兴,05月01日 10:10
85838,发条橙,sbs广播公司,04-17
65028,醋溜洋芋丝儿,撒比建议在日本开展核污水进万家活动,2020-11-07 09:52
17264,煤球烤丸子,海的那边是什么是核废水山的那边是什么是疫情肆虐迷惑行為大賞士多啤怡迷惑行為大賞,05月09日 21:06
42081,JIEJIEWOOO,福岛核污染水快要无处安放日本环境大臣支持福岛核污水排放入海称别无他法10日针对日本福岛核电站大量核污水处理困难的问题日本环境大臣原田义昭在昨天举行的记者会上表态称目前来看除了将核污水排放入太平洋稀释外别无他法据日本经济产业省此前提供的数据截至今年年初福岛第一核电站院内共储存了大约112万吨含放射性氚的污染水这一数字还在以每年58万吨的速度增加而福岛第一核电站大院内污染水储水罐的建设目标容量是137万吨到2022年夏可能出现污染水存放空间不足的难题虽然日本原子能规制委员会强调将污水排入太平洋后放射性物质含量会被大大稀释从而达到安全标准但日本不少民众和渔业协会以及国际社会都表示担忧强烈反对日本政府把福岛核污水排放入海央视财经L央视财经的酷燃视频收起全文d,2019-09-11 15:32
30808,美丽黄集,日本福岛核灾区惊现巨型生蚝网友太吓人311大地震发生将近6年但核灾影响仍未消除近日在宫城县有渔民发现巨型生蚝生蚝大小竟然跟成年男子的手掌一样大有网友担忧这只生蚝是不是受辐射影响才变大O日本福岛核灾区惊现巨型生蚝网友太吓人,2017年01月11日 10:17
28561,江苏广播,日本311大地震5周年福岛核事故重灾区荒凉如鬼城2011年3月11日日本当地时间14时46分日本东北部海域发生里氏90级地震并引发海啸造成重大人员伤亡和财产损失地震震中位于宫城县以东太平洋海域震源深度海下10千米东京有强烈震感地震引发的海啸影响到太平洋沿岸的大部分地区详情请戳O日本311大地震5周年福岛核事故重灾区荒凉如鬼城收起全文d,2016年03月11日 10:10
26289,超超超超超超超人人人,辣叶摧秋日本这个国家已经没有资格在地球上继续存在风雨无情人有义美国是日本鬼子的义勇军微尘它会装瞎怂的载体望贵国美国驻华大使馆在日本向海中倾倒核废水一事上能体现出负责任大国应有的作为考验贵国公信力的时候到了,04月10日 23:54
99897,郭峰,雾霾有解核辐射无解,2017-02-13
1840,长江网_留言板,日本首相宣布福岛第一核电站实现冷停堆日本首相野田佳彦16日傍晚在首相官邸召开记者会正式宣布东京电力公司福岛第一核电站核反应堆已达到稳定的冷停堆状态即反应堆进入低温停止状态这标志着核事故处理第二阶段的工程表任务已经完成O网页链接,2011年12月17日 15:34
26948,乌鸦第欧根尼5945,核废水一出谁与争锋,04月10日 13:24
51565,45xXs3Kc1On,她只是背过身去飞向高空的飞机是逆风起飞最终成为哥斯拉登而不是顺风起飞美国官员说会把拉登烧了扔海里酝酿一个更美的拥抱把本拉登海葬受到日本核废水影响产生变异,2019-12-12 02:32
81936,我跟你说,如何看待日本官员园田康博当众喝下经过净化处理的核污染水这件事这种公关方式有何利弊核废料是一种非常难以解决的麻烦这种物质非常危险因为其高辐射性对人类和自然环境具备极强的破坏力但偏偏所有的物理化学和生物方法都无法消除其放射性只能依靠自身的衰变而逐渐减少核废料的半衰期动辄万年起步有些甚至达到了几十万年也就是说核废料一旦产生将会在万年以上的时间内威胁人类而且你拿它一点办法都没有所以被称之为万年恶灵科学界唯一能够对付核废料的办法就是将其封印在特殊装置中深埋于千米深的地底期待以后人类科学进步了再来慢慢解决这个棘手的问题因为核废料的处理过于麻烦成本太高以至于核电站成为了一种既不环保也不经济的发电方式因为无法处置源源不断产生的核废料德国已经宣布今后不再建设新的核电站而在上世纪掀起了核电站建设高潮后世界各主要强国也都很默契的减慢或暂停了核电站的建设这一切都是因为没办法解决核废料的问题也正是因为如此苏联的切尔诺贝利才会被全世界给骂了几十年因为切尔诺贝利核电站泄露事件向人类环境中释放了大量的核废料这些危害可能会持续数万年甚至数十万年西方环保专家曾做出过预测说切尔诺贝利当地的生态十几万年都无法得到恢复虽然苏联在持续2年的救援行动中出动了60万人硬生生的用混凝土把核电站给封闭成了石棺阻止了核泄漏的继续扩散但之前的影响毕竟已经造成了确实破坏了全人类的环境所以苏联挨骂并不冤毕竟苏联放出来的是万年恶灵日本的切尔诺贝利2011年日本福岛核电站出现了泄露事件因为地震福岛核电站的反应堆熔毁并发生剧烈爆炸火光冲天大量的放射性物质泄漏到环境中国际上将核事故等级共分为7级日本福岛核泄漏事故被定为最严重的第7级特大事故但这还不算完更麻烦的事情还在后面福岛核电站爆炸后整个反应堆被炸成了筛子到处都是裂缝然后出现了两个问题第一个问题融化的核燃料棒还在持续进行裂变反应不断的缓慢释放热能第二个问题福岛核电站临海且地势低所以不断的有地下水顺着裂缝涌入到熔毁的反应堆里然后再流到环境中去福岛核电站离大海太近了这就导致根本无法通过人工手段阻断地下水所以福岛核电站这附近所有的水都有高辐射性全部有问题必须要源源不断的抽走绝不能任由它们和海水混合每一天福岛核电站的废墟中就会产生高达170吨的核废水这些放射性废水根本就没有办法处理于是日本只好修建了很多大罐子把他们给储存了起来这就是鼎鼎大名的日本核废水问题9年过去了日本已经积累了超过120万吨核废水将它们储存在1044个巨大的钢铁容器中密密麻麻到处都是不仅消耗了日本大量的财富还占用了大量的土地如果还没有更好的办法那么目前的储存罐将在2022年之前耗尽因为核电站的区域范围已经没有地方可以再堆放钢罐了怎么办2020年10月16日日本政府发出声明决定将核污水排入太平洋日本环境大臣原田义昭在记者招待会上说我认为别无选择只能把核污水排入大海使污水稀释因为日本别无选择所以只能向太平洋排放核废水这叫什么奇葩理由日本方面同时宣称通过技术处理已经大幅削减了福岛核废水的辐射性危害有限但再削减那也是核废水而且不是几斤是一百多万吨哪怕危害削减99配上一百多万吨的基数也是一个很恐怖的结果当然如果把这些废料都倾倒进太平洋依靠大海的体量一稀释那浓度确实就低到近似于零了短期内看不出对人类有什么危害但那也只是短期长期危害不可估量今年8月份日本政府举行了听证会向日本国内各方代表们询问如何处理福岛核废水的问题大多数参会代表们明确反对将核废水倾倒入大海的方案在认真倾听了代表们的意见后日本政府又仔细的研究了2个月然后决定将核废水全部倾倒入太平洋因为日本政府确实没有其他办法了环保搞了那么多年全人类所有国家的贡献都没有日本这一下子破坏的厉害但诡异的是所有的西方媒体集体失声了就好像日本倾倒进太平台的只是淘米水而已全世界只有中国和韩国的媒体反应强烈其他国家都好像当这事不存在当初苏联的切尔诺贝利几乎被批臭成了万恶之源而如今的日本福岛核废水却被一笔带过成王败寇西方国家的舆论有一个特点那就是小事变大大事变小他们对一些小的不能再小的事情异常的关心比如说环保对吃肉深恶痛绝因为这会增加二氧化碳的排放比如说动保每天最喜欢做的事就是找几条可怜的狗狗然后把事情无限放大把这件事炒过来炒过去以凸显自己的爱心和别人的邪恶天天在一些鸡毛蒜皮的小事上体现自己的民主和博爱凡是不肯按西方媒体的套路来的都是邪恶的国家和人类没有爱心没有良知不负责任但当大事出现时尤其是碰到事关全人类命运的大事时西方媒体立刻就选择性哑火了比如说中国实现了全人类历史上最大规模的脱贫西方媒体装看不到但中国有人在吃狗肉所以中国是邪恶的比如说中国在新冠疫情中拯救了数十万可能在疫情中死去的普通中国人西方媒体装看不到但中国的封锁政策破坏了自由和人权比如说日本政府打算一口气向太平洋倾倒超过120万吨的核废水西方媒体装看不到但中国是世界上每天制造垃圾最多的国家大型双标狗啊所以苏联因为切尔诺贝利事件被骂了几十年而日本的福岛核泄露事件却压根没有西方媒体去骂古人云成王败寇诚不欺我如果是当年是苏联赢了美国那日本今天的所作所为一定会被苏联媒体给骂个底朝天为什么西方媒体掌握了话语权归根结底还是他们在1991年战胜了苏联迫使苏联解体赢家永远是正确的所以中国这些年根本就懒得和西方媒体打舆论战只是在默默发展自己的实力实力弱你说什么都是错的实力强你说什么都是对的虽然西方媒体努力的帮日本淡化此事的影响但这并不妨碍我们去骂日本因为此事对中韩两国的影响最大核废水扩散到全球稀释至少需要几年的时间另外福岛县渔业会长野崎哲强烈反对日本将核废水排入太平洋因为这样做会对福岛县渔业造成毁灭性打击这是肯定的这么狂倒核废水百万吨级的倾倒谁还敢买福岛的鱼啊但是我不仅不敢吃福岛的鱼整个日本的鱼我都不敢吃至少这几年不敢吃鬼知道你们这些鱼是在哪捞的作者远方青木IDYFqingmu原文120万吨核废料即将被日本排入太平洋,2020-10-23
85866,深草闲居,毛熊地广人稀战略纵深极强哪儿哪儿都是无人区可以试验鬼子就不一样了啥也不敢试验支持日本无核化全国点蜡烛,04-13
34332,酒盅报国65233,要追的剧,2019-05-22 18:01
37879,要减肥的岚猪,转发微博,2019-06-19 18:35
88043,知乎用户,2卫宫士郎语录这是最骚的,2018-09-01
24278,生吃小听,任豪没有人比R1SE更爱R1SE为什么这个逼还没糊他现在不应该在喝核废水么,05月02日 22:55
29247,浪玩堂,探访日本福岛核事故隔离区马来西亚27岁的摄影师KeowWeeLoong和朋友SherenaNgKojiHori戴了防毒面具踏入了日本福岛隔离区域拍下令人震惊的画面这里如同一座死城充满荒芜与废弃的诡异气息宛如走在寂静岭或是浣熊镇全部照片戳探访日本福岛核事故隔离区,2016年07月14日 14:14
57730,优惠百宝袋,158158九鲤湖桂圆买1送1_共500g2袋买一送一头茬桂圆壳薄肉多桂圆龙眼肉干核小肉厚粒粒精选原生态无污染无添加绝对零添加好吃桂圆干,2020-03-28 10:52
51746,和松容尽,安倍想当美国与伊朗之间的和事佬恐难如愿小日本你是个什么东西小安倍你属的那颗葱拿出点你们的良心去将福岛为祸人类的核污染解决掉也算你们是个人了O安倍想当美国与伊朗之间的和事佬恐难如愿,2019-12-21 13:27
28080,中国核电_CNNP,行业动态第二届核能安全技术高峰论坛于11月2日在合肥拉开帷幕在此次论坛中与会专家将围绕能源发展与核安全文化践行核能安全技术研究后福岛时代的安全改进以及内陆核电与核电走出去等热点问题共同研讨O国内核讯海内外三百余专家将会聚核安全高峰论坛聚焦核安全,2015年11月02日 16:18
70298,山不就水不去,日本大地震后老人海底寻妻10年3月8日日本64岁老人高松康夫讲述自己在311大地震近10年后的生活2011年的日本大地震引发海啸老人的妻子高松洋子失踪至今老人在两年后拿到潜水执照想寻找妻子遗体7年来他每周都会去潜水至今已潜水470次老人称只要自己还能动就会继续潜水找寻爱人世面L世面的微博视频收起全文d,2021-03-10 15:40
70326,你隔壁家小孩啊,日本福岛第一核电站反应堆厂房上方发现严重污染据日本放送协会NHK3月10日报道日本原子力规制委员会10日公布的一份福岛第一核电站事故调查报告显示因在反应堆厂房上方发现严重污染今后需就反应堆报废工作与东京电力公司进行研讨原子力规制委员会从两年前开始以辐射量下降的地点为中心重启对福岛第一核电站事故的调查于10日发布调查报告报告显示新发现在位于二号机组和三号机组厂房上方被称为屏蔽塞的混凝土盖子上可能共附着有7万万亿贝克勒尔的放射性物质相当于在十年前核泄漏事故中曾发生堆芯熔毁的一二三号机组三座反应堆内放射性物质的10原子力规制委员会认为该污染严重程度远超预期即使在报废反应堆过程中需要拆除屏蔽塞也极难实现在安全前提下让人员靠近施工现场进行操作原子力规制委员会将就如何防辐射等今后的反应堆报废实施方法与东京电力公司进行商讨此外为保护反应堆安全壳一号机组和三号机组曾尝试将安全壳内部的气体排出调查发现部分气体通过管道倒流进厂房可能是造成厂房内污染扩散的主要原因同时可能因倒流气体中含有氢气导致发生氢气爆炸今后相关方面需对设备进行进一步验证研究人员通过分析氢气爆炸发生时的录像资料进行了首次详细验证指出三号机组在发生第一次爆炸后可能还因混入了氢气以外的其他可燃性气体而连续发生爆炸性燃烧原子力规制委员会表示今后还将继续开展相关调查央视新闻收起全文d,2021-03-10 21:10
36360,三只眼睛的阿花,转发微博,2019-06-12 18:16
21734,思远军事,日本拟修建千米长海底管道将核污水排海真不怕惹恼邻国日本排放核废水的事情果然不简单近期日本核废水排放最新方案曝光原本就对日本感到严重不满的韩国更是立刻翻脸对日本的计划表示了强烈反对毕竟日本的排放方案将会对全世界造成极大影响思远军事军事分享官微博公开课L思远军事的微博视频收起全文d,05月20日 21:50
85032,大少爷的枪,看明白了,04-15
95716,欧木瓜,盖楼向天上建,04-14
26487,春眠不觉晓要支愣起来,大孝子谨言慎行不删号那是因为这种事没啥好讨论啊福岛排出去的是符合世界原子协会标准处理后的核废水各项检测数据网上都有有什么好说的,04月10日 20:02
52880,詆調鹤霖,kplp近来国内网络媒体刊发了一些日本奇形怪状的农作物图片比如一个大西红柿上长出多个小西红柿形如恶性肿瘤向日葵花盘上再长了个小花盘以及反常的巨型卷心菜等这是两年前发生的福岛核电站核泄漏造成的结果吗,2019-12-31 14:22
8839,斗牛爱吹牛,关于日本申办2020年奥运会这是一个大大的阴谋啊我们坚决不能支持除非日本承认在二战放下的错误对中国人民及受到迫害的人民道歉这样才能看见日本向往和平发展的决心在福岛核泄漏后日本在世界的影响力下降其目的是为了举办奥运会拉动国内经济我们能支持吗想想我们死去的同胞,2013年08月05日 22:24
61107,左棋在发呆,我看到日本要排放核污水新闻的时候真的是瞬间恐慌光用舆论谴责日本有什么用啊谁也给不出更好的解决方案没人愿意管这摊子烂事那就只能大家一起死了,2020-10-20 15:36
16288,白色最绚烂,真恶心脑子进核废水了吧说这样的话,05月08日 16:23
90030,哈哈,划重点几十年后下一代日本人一定会说排核废水什么的都是上一代人做出的决定我们也是受害者普通民众是无辜的等等而且就日本的文宣能力绝对能洗脑到一堆中国人帮着他们说话划重点,04-16
