,博主昵称,微博内容,发布时间
1340,平安洛宁,人民日报评论员文章坚定不移维护新疆稳定美方近日签署成法的所谓2020年维吾尔人权政策法案罔顾事实颠倒黑白蓄意诋毁中国新疆的人权状况恶毒攻击中国政府治疆政策然而事实真相面前任何污蔑谣言都是徒劳中国在新疆治理上付出的巨大努力和新疆人权事业的发展成就国际社会有目共睹新疆反恐和去极端化成果及新疆社会稳定发展团结和谐的局面不容置疑和破坏平安2020O人民日报评论员文章坚定不移维护新疆稳定收起全文d,2020年06月22日 23:15
2988,未名浪徒,伦敦伦敦封城了2020原本对中国意义重大全面建成小康社会突如其来的疫情让中国成为了世界舆论中心国内外各种妖魔鬼怪现出原形热潮冷讽意识对立然而病毒不分人欧美也不信邪搞群体免疫结果现在除了中国世界疫情越发严重自由民主人权的灯塔不亮了不知道圆圆们作何感想,2020年12月20日 21:50
5862,泣泣再不见,太原市卫健委宫殿元主任请站出来承担起自己的责任还公平于百姓法律对太原市卫健委宫殿元滥用职权的做法是这样解释的医疗事故处理条例第6章罚则第54条第三项未将应当进行医疗事故技术鉴定的重大医疗过失行为或者医疗事故争议移交医学会组织鉴定的依法给予降职或者撤职的行政处分因我母亲普通感冒去世为了指出是太原市太航医院的医疗责任我申请了医疗鉴定这个权利是法律赋予每个公民的医疗鉴定中太航医院和太原市卫健委对我指出是医院的医疗责任以及病历的缺失无异议但不知为何太原市卫健委在拖了1年7个月后已过法律时效同医院又一起否认当时我指出的医疗责任有内幕还剥夺了我的医疗鉴定权自此我丧失了可以定责医院的权利法律给公民解决医疗纠纷的渠道被野蛮堵死太原市卫健委由执法者变为违法者法律被他踩于脚下我人权被剥夺投诉渠道被堵死已无路可走我只能选择网上寻求帮助我实名举报太原市卫健委宫殿元权力寻租太原市太航医院就是权力的受益者我真诚希望监察纪检卫生系统的上级部门能来审查先查我举报是否属实不属实法办我如果查出太原市卫健委宫殿元确实违法请别手软我的资料他们2方全有患者儿子李杰日期20184太原市小店区人民法院对我起诉太航医院已做出判决太原市太航医院在对李杰母亲的治疗中负有不可推卸的医疗责任这也侧面说明太原市卫健委宫殿元包庇太航医院的行为是违规的大合唱为什么容易让人动容最好笑的购物经历家里穷对性格影响有多大学校的招生信息有多好笑父母去世姐姐是否必须抚养幼弟夫妻家庭地位由经济决定吗初次见面怎么开场女性展示身材有错吗给去世亲人烧纸是民俗还是迷信古代状元真的有水平吗你被哪些玩笑伤害过成年人的崩溃只有五分钟清明假如能和五年前通话一分钟你遇到过的好医生当众求婚算道德绑架吗失去中国市场会对品牌造成多大影响如何看待抵制杨笠新疆棉花为什么重要很贵但绝对很值的东西新冠疫苗接种不良反应有哪些基金暴跌年轻人为什么躲不过被割国考行测股票今日看盘拜登特朗普省考四六级成绩国考国考公告国考职位表初级会计成绩中级会计四六级护考教师资格证微信基金A股创业板新冠疫苗核酸检测口罩美国疫情疫情防控香港收起全文d,04月11日 01:30
1856,重庆检察,突击搜查盘问记者孩子玩具都不放过这是澳方的新闻自由今天外交部举行例行记者会会上有记者提问据报道今年6月澳大利亚安全情报人员对3家中国驻澳媒体的4名记者进行了突击搜查并扣押工作电脑手机等物品中方能否证实对此有何评论对此外交部发言人赵立坚表示经向有关新闻单位了解今年6月下旬澳大利亚安全情报机构以可能违反澳反外国干涉法为由对新华社中央广播电视总台和中新社驻澳大利亚的4名记者进行突击搜查和盘问扣押了工作电脑手机甚至还包括记者的孩子用的儿童平板电脑和电子玩具等物品据了解澳方迄今未就搜查中方记者给出合理解释仍未向中方记者归还全部被扣押物品赵立坚强调中国媒体驻澳记者严格遵守当地法律法规秉持客观公正原则进行采访报道为促进两国人民相互了解和友好往来做了大量工作受到各方的普遍好评澳政府所作所为严重干扰中国媒体在澳正常报道活动粗暴侵犯中国驻澳记者正当合法权益对记者及家人的身心健康造成严重损害充分暴露了澳方一些人标榜的新闻自由和所谓尊重并保护人权的虚伪性他们的行动也完全不具建设性赵立坚表示中方已经就此多次向澳方提出严正交涉我们要求澳方立即停止野蛮无理行径停止以任何借口对在澳中方人员的骚扰打压确保中国公民安全和合法权益不要再做任何干扰两国人文交流合作的事情央视新闻L重庆检察的微博视频收起全文d,2020年09月09日 23:27
387,忽而嗨哟咿呀呦,瞧那双小眼神儿哟,2020年02月27日 23:39
4576,孟甄三民111,有一天破四旧的人打电话告诉陈佩芬要将上海外滩中国人民银行汇丰银行所在地门前的两尊铜狮子搬掉因为这是英国人铸造的问上海博物馆收不收陈佩芬马上想到铜狮子虽然不是博物馆能陈列的藏品但也是珍贵文物何况它见证了上海滩近百年的历史变迁刚好上博新迁址的附近有一O网页链接有多少是私人物品骨子里就没有尊重私权的基因何来人权收起全文d,04月06日 22:17
2857,龍別吃鐵粉WB,胡侃V光计划美国驻华使馆利用国际人权日号召中国人大胆说站出来鼓动和平抗议对美国2020年惨不忍睹的人权纪录却避而不提美国驻华使馆的这个贴文遭到中国网友的无情嘲笑L胡锡进的微博视频,2020年12月10日 23:39
2860,小七Camille,连方方这个民族败类当代汉奸都还没让她下地狱你说中国人权怎样美国驻华大使馆我看是verygood,2020年12月10日 23:35
1664,临沧日报的微博,香港特区政府决定推迟立法会选举多国人士美所谓制裁无法律依据近日美国政府宣布对多位中国政府涉港机构负责人和香港特别行政区官员实施所谓的制裁多国专家官员指出美方行为没有法律依据是美国双重标准的又一体现中阿战略合作观察站执行主席帕特里西奥吉乌斯托所谓制裁没有任何法律依据不过是美国单方面宣布的制裁这又是美国政府为了政治目的实施的毫无意义的对华政策最近几周我们看到了很多类似政策的出台是美国双重标准的又一体现美国一方面鼓吹所谓个人自由人权自由贸易但是对中国完全是另一套做法多国人士表示香港特区政府作出推迟立法会选举的决定是考虑到当前新冠肺炎疫情严峻的情况下合理合法的决定中阿战略合作观察站执行主席帕特里西奥吉乌斯托香港推迟选举的做法不是一个特例香港特区政府认识到最近几周当地疫情传播达到了高峰所以这是非常合理的决定况且并不是取消选举只是推迟印尼教育部政策分析专家苟萨喜我认为香港事务是中国的内政其它国家包括美国欧洲国家都不应该干涉中国内政我们已经见证了中国成功地应对新冠肺炎疫情而美国的疫情防控出现了很多问题中国政府已经做到了控制住疫情而香港推迟选举也是因为疫情是为了香港市民的健康和利益收起全文d,2020年08月10日 23:03
582,天蓝浅南,没做多少贡献不说双标倒是体现的淋漓尽致国外不公布确诊病例时你不谈人权国外每天限制检测人数时你不谈人权国外放弃治疗等待群体免疫时你不谈人权回国避难了不能喝矿泉水你谈起人权了照你的意思那些不能喝矿泉水的中国无数基层人员和底层百姓直接就不能当人了回到祖国隔离治好了病,2020年03月17日 23:50
2402,1999哈喽啰嗦,时尚COSMO反华我投给了时尚cosmo造谣中国涉疆人权这个选项你也快来表态吧,2020年10月30日 23:53
4476,海口网,调查华裔教授陈刚案背后美国中国行动计划实为罪名化中国O调查华裔教授陈刚案背后美国中国行动计划实为罪名化中国中国人权事业的进步举世瞩目国际论坛O网页链接我在中国当大使约旦赞赏中国减贫经验O网页链接中国驻安哥拉大使馆启动在安同胞新冠疫苗接种工作O网页链接,04月05日 14:26
3272,如歌的行板_20051,宪制与富强从戊戌以来中国宪制文化的最高成就在于五四五四在中国宪制文化史上的主要贡献在于它为中国人确立了民主和科学这两大价值今天的中国知识分子对于民主理想的坚持便是五四留下的一份宝贵遗产五四人不仅仅希望通过张扬民主以创建一个团结合群的民族国家而且热切呼唤一个能够给予个人全面自由发展天地的新型社会的到来五四人对个人价值的崇尚对自由的热望对传统的批判以及对新伦理的期待都表征着中国宪制文化发展的一个辉煌时期的到来然而五四人自觉或不自觉地又把宪制当作救国的新工具并将其灌于民族主义的洪流之中宪制在文化上的转型也就成了一曲未完成的新歌应该说对宪制理解最深的是胡适虽然他仍把宪制看作推进中华民族复兴的最有价值的工具然而胡适的深刻并不在于他对宪制终身信仰而在于他对宪制自身的价值有着清醒的认识他始终认为宪制之所以对推进民族复兴有用是因为它是一种最好的政治体制只有这样一种政治体制才能把中国政治弄上正轨也只有这样一种体制才是训练公众走向理智过有理性的生活的最好方法除此而外在推进中华民族复兴方面胡适在宪制身上没有期望更多的东西在更深的层次上胡适始终认为宪制有着其他任何东西不可替代的价值它不仅能够把中国的政治弄上正轨而且对人的社会生活有着更重要的意义它意味着社会应该纳人法律的统治之下意味着尊重并保障个性个人价值和尊严意味着容纳并保障自由容忍异己尊重少数人的权利也唯有宪制才能保障人作为人的基本权利或人权宪制本身就构成了一个有人味的文明社会的必要条件胡适不仅从个体意义上对宪制作了理论阐发而且把宪制的信仰坚守到生命的最后他作为近代中国文化史上的一种符号价值所代表的不是近世中国的一种救国方案而是一个未来的中国社会的希望近代中国的知识分子之所以那样热切地赞扬和诉求宪制主要是从国家的富强目标出发的由此而言我们不能把严复晚年所提出的国群自由小己自由这样的概念简单地看成是他早年激进晚年保守的一个象征而是他的自由一富强理论带来的必然结果在很多情况下宪制与富强是有冲突的如果宪制意味着保护个性的发展那么国家富强首先要求的则是个人对国家的贡献或者用胡适的话说就是个人应为国家民族所承担的责任当然个性的发展并不意味着个人的恣意妄纵然而两者在价值取舍上毕竟是不同的有时甚至是激烈冲突的为了富强而牺牲了个人的自由这本身就不符合宪制价值规范在近代许多先进知识分子如严复梁启超孙中山陈独秀等人的思想中都存在着宪制价值与富强价值无法调适的冲突在很大程度上也可以说是宪制一富强这个范式带来的理论困境富强为体宪制为用这是中国从近代以来影响最大最深最远的宪制文化范式王人博1840年以来的中国收起全文d,01月17日 21:47
2706,泣泣再不见,101太原市一场大火带走13条生命根源就是职能部门人浮于事漏检导致表面上的火扑灭了可扎根于公务员心理混日子的邪火仍熊熊燃烧这就是太原市卫健委吞咽着患者鲜血踩着患者带血的纱布残肢尸体捞政绩向上爬太原市应该吸取教训整顿吏治抓蛀虫造福百姓否则还有冤魂会缓缓走来为民服务他不行祸害百姓他第一因我母亲普通感冒去世为了指出是太原市太航医院的医疗责任我申请了医疗鉴定这个权利是国家赋予每个公民的医疗鉴定中太航医院和太原市卫健委对我指出是医院的医疗责任以及病历的缺失无异议但不知为何太原市卫健委在拖了1年7个月后已过法律时效同医院又一起否认当时我指出的医疗责任为何有操作有内幕还剥夺了我的医疗鉴定权自此我丧失了可以定责医院的权利国家给公民解决医疗纠纷的渠道被野蛮堵死太原市卫健委由执法者变为违法者国家法律被他踩于脚下我人权被剥夺投诉渠道被堵死已无路可走我只能选择网上寻求帮助我实名举报太原市卫健委权力寻租太原市太航医院就是权力的受益者我真诚希望监察纪检卫生系统的上级部门能来审查先查我举报是否属实不属实法办我如果查出太原市卫健委确实违法请对曱甴别手软我的资料他们2方全有患者儿子李杰日期20184如果本人突然不发贴了那就是在无依法处理医疗纠纷前就被某部门控制自由了那就意味着我的自由人权被侵犯本人既然敢发就无惧后果因为所说全部属实不要总想搞死发现问题的受害者却放了那些制造矛盾违法行政单位sxrtv新闻中心晋法之声太原中院领导说辛苦了该怎么回日常消费不得拒收现金丁真的世界以为丁真在西藏考研倒计时1个月日常消费不得拒收现金老人将300万房产送给水果摊主不得将健康码作为人员通行唯一凭证耗子尾汁公司成立嫦娥五号探月任务大不了回家开个店改革开放以来中国7亿多人摆脱贫困清华心理学教授揭秘PUA五大套路央视调查天价搬家费南师大回应校内悬挂旭日旗刘翔说不需要任何人道歉广西成立武则天她妈在钦州研究工作组初雪摄影大赛丁真辱母杀人案当事人于欢出狱马保国回应被恶搞全面放开二胎未引发生育高峰上新了故宫诺安半导体凡尔赛文学中美彻底脱钩不现实也没好处理想生活季专家建议尽快放开三孩山西收起全文d,2020年11月27日 22:30
4317,咖啡每天喝,这种场合不站阿美等于偏向中国天下苦阿美久矣无边桃炎在下翩竹自种天然新态势怒刷下限的阿靖梦遗唐朝人权的灯塔居然反对了打奥特曼de小怪兽联大消除种族主义种族歧视仇外心理和相关行为提案表决122票赞成2票反对反对的国家乌兰克美国,04月04日 13:55
495,半仙家的小红绳,先聊点令人生气的看到那句参考上次鼠疫苦的还是老百姓资本又可以赚一波我就好生气资本主义就这么拿人命不当回事吗他们的人权呢他们的平等呢都去哪了还有意大利怎么好意思向中国求助呢合着之前给中国扣锅的不是他们扣中国人的不是他们凭什么还要让我们的专家去管那些根本没长心的玩意儿啊凭什么啊还有国内的公知们你们口中有人权自由平等的外国不好的没边了吗怎么向你们口中一无是处的我国求助呢你们外国爹出事了你们咋不上呢上前线啊一个个的啥也不是都给我滚几把蛋收起全文d,2020年03月10日 23:38
5367,扎西德勒·天珠收藏,太龌龊美国涉疆报告竟是这样篡改数据的不久前美国发布人权报告造谣新疆存在种族灭绝中国外交部严词回应荒谬至极的世纪谎言然而他们大张旗鼓抹黑的依据却是一份滥用数据的三无报告鬼鬼祟祟的美国,04月09日 16:39
6910,Adoreu829,这辈人排污下辈人道歉再下辈人捏造事实不承认不就是这流程做点小善还真以为是风月同天呢呵呵畜生永远是畜生无视人权践踏生命是刻在骨子里的人格日本祸国殃民人类公敌日本核废水入海对中国有何影响核污水入海有多可怕日本国驻华大使馆,04月15日 15:33
2224,dongdongoo,回复零岸风影你三班倒是你们企业家没人性不懂尊重人权造成的是你们人口素质低还拼命生造成的恶果按你的逻辑中国房价高也是你们主导的你自豪个der东北种地是牺牲了自然环境来供给全国的是为了各级政府要求的稳定全国的压舱石东北的历史功绩是被国家定调的你懂个der啊,2020年10月13日 23:03
6968,用户75352398281032,谈谈我的看法现在全国许多立案的定性都是非集而且开庭不让出借人受害人出庭或者出庭也没有辩护权所以许多平台都在搞摘帽行动绝不接受非集参与人的帽子因为这顶帽子带给我们是更大的伤害1明明我们是金灾受害人这顶帽子把我们变成非法集资参与人性质就变了这是给我们这些善良的响应政府号召拿出血汗钱支持国家普惠金融政策和小微小贷搞活市场经济的出借人的污名化我们绝不能接受我们没有主观故意没有对任何人伤害2我们不是非集参与人就不能损失自负违法犯罪的是平台高官是他们不当得利侵占了我们的财富是他们主观故意破坏了市场规则干扰了国家的金融秩序是他们违反了国家的相关法律践踏了我们的人权是他们颠覆了人类普世价值观和道德准则借债不还耍无赖所以不能因为他们的犯罪加害于我们出借人我们何罪之有我们受到了伤害财产损失政府有责任帮助我们追赃挽损如果不这样岂不颠覆了中国人的三观借债还钱天经地义的诚信信条收起全文d,04月15日 13:24
4701,waterracrs,救命啊评论太好玩了看了评论觉得中国是世界上人权平权做的最好的国家呢刘春假如是真的我想问一父母没有生二胎的权利吗二继承了财产难道可以不继承义务吗,04月06日 08:32
2572,封少侠也在江湖,俄罗斯站在阿塞拜疆一边无非就是想早点解决地区争端毕竟和土耳其一样都不想让美国大选安定后插手中国也应趁着美国大选赶紧把香港问题彻底解决特朗普可不关心人权但两个月后民主党上台就要就人权问题搞事虽然结果一样但过程就不顺利了台海短时间内应爆发战争可能性小重心还是要放在香港最后收尾收起全文d,2020年11月14日 22:59
5394,塞尔维亚步小勇,日本政府基本决定将福岛核污水排入大海真他M的缺德拖来拖去还是排入大海这个时候西方的环保人士人权斗士去哪了这事要是换成中国口水比钱塘江潮水还高小日本鞠三鞠躬就行不行再来三个,04月09日 15:36
897,gugu蘑菇,这位护士得承担多大的心理负担啊说好的人权呢这就是公知说的高级的人道主义吗深圳小天BBC真报道了作为好人好事鼓励这位印度裔护士长不要有心理负担继续拔这丧事喜报水平甩中国内地9条街评论配图,2020年04月27日 23:44
3004,科技涅槃说,当初英国对新冠不管不问用群体免疫来当挡箭牌没想到病毒狠狠地打了不负责任的政府和脸直接变成超级变种病毒这下不得不封城了不谈人权了这又证明了我们防疫的果断和正确性我为我是中国人感到骄傲1伦敦情侣封城前2小时内匆忙结婚2英国超级变种病毒致多国禁航3香港禁止所有英国载客航班抵港4多国确认出现变异新冠病毒确诊病例收起全文d,2020年12月21日 22:01
1372,小兔子呜呜uu,索多玛之民蓝鲸英日本女人真的惨除了不用上班其他一切都得干当然了中国女人更惨除了上班其他一切还得照样干总而言之一句话没长屌没人权,2020年06月28日 23:10
4480,曲幽扬,转发想来骚扰别车跟踪等这些行为已经超出了普通粉丝追星的范畴应该是私生代拍或别有用心之人所为给很多人造成了安全隐患这已不是简单的追星行为而是侵犯人权应该予以法律制裁个人觉的执法部门对这方面给于惩治中国长安网媒体舆论多关注讨伐这种行为人民日报,04月05日 14:07
656,兼济天下YHT,现在有些所谓的超级大国却在疫情来临后不主动应对疫情援不援助其他国家而是试图甩锅别国将疫情政治化污名化总统先生甚至试图发动老年人为国牺牲极其不负责任可笑的是这就样一个国家在和平稳定时期口口声声呼吁它的伪人权还痴心妄想左右世界格局干涉他国内政真是天大的笑话相比之下中国正在努力抗击疫情积极援助其他国家并进行国际友好合作切实展现了大国担当这便是差距之所在中国好样的中国不希望针对任何国家也不希望任何国家针对中国我们更希望和别国和平共处团结合作共同防范重大风险共同构建美好家园最终走上共同富裕之路收起全文d,2020年03月24日 23:32
5338,rlirli,哈里斯说美国过去很多年是为石油而战声音哈里斯承认美国为石油发动战争哈里斯说美国过去很多年是为石油而战中国外交部发言人赵立坚近日曾表示美国的人权遮羞布早已遮不住其作过的恶奉劝美方放下傲慢与偏见正视检视自身存在的严重人权问题赵立坚还列举了美方侵犯人权的几条罪状其中一宗罪状是输出动乱美国国会山日报7日发布了一段美国副总统哈里斯的讲话哈里斯称自己参加过很多美国外交政策会议她说过去很多年几代人都在为石油而战而在不久的将来将会为水资源而战央视TYL微丢的微博视频收起全文d,04月09日 17:51
8237,李晖,不新鲜冷战那一套美国众议长佩洛西以中国侵犯人权为理由呼吁各国外交抵制北京2022年冬奥会外交部回应5月19日外交部发言人赵立坚主持例行记者会日本广播协会记者18日美国众议长佩洛西以中国侵犯人权为理由呼吁各国外交抵制北京2022年冬奥会O网页链接收起全文d,05月20日 04:39
3886,CGTN,CGTN王冠谈外长会国务委员兼外交部长王毅用世界能听懂的方式讲述中国方案在2021全国两会上中国外长王毅回答了27个全球记者提出的问题其中包括犀利回应新疆人权中美竞争疫苗外交和意识形态之争等西方关注的议题参与此次外长会全球直播的CGTN主播记者王冠观察到王毅用国际观众能听清听懂的方式阐释了中国方案DuringChinas2021TwoSessionsChineseStateCouncilorandForeignMinisterWangYianswered27questionsfromglobaljournalistsThewaytheministerdirectlyaddressedwesternconcernsonChinasforeignpolicyisliketellingtheChineseplaninamannerthattheworldcanunderstandsaidCGTNreporterWangGuanLCGTN的微博视频收起全文d,03月08日 22:31
5930,LL36320,日本核污水入海应该告到联合国军事法庭犯得是反人类罪还有呼吁全世界环保组织一起还有国际渔业组织还有海洋类组织只要是利益相关方都可以发起倡议这是需要联合韩国等周边国家东盟也要参与反正声势要大可以提前制裁把日本产品列入黑名单甚至永久黑名单作为惩罚日本人看重经济利益也看中国际声誉呼吁全世界制裁日本把那帮子西方环保组织调动起来就算西方的政府不关心还有西方民间组织环保人士不是有那个瑞典环保少女吗成天不上学满世界呼吁环保不是拜登还要搞气候大会吗搞环保大会吗专门提日本核污水入海这事看看拜登政府是否双标要是双标不作为纵容那就大书特书连美国一起批判原则上应该先预热这事制造舆论战围绕核辐射核污水入海搞舆论战美国和盟友针对新疆棉花搞人权舆论战打击中国新疆棉产业链中国也可以利用日本核污水入海西方的双标纵容搞舆论战甚至可以借此机会另起炉灶搞中国自己的环保标准对外可以说西方美国搞环保双标以反人类罪名以环保之名还可以玩经济制裁打击日本的产业链食品海产品产业链收起全文d,04月12日 19:40
1255,导演书屋,其实想想它们说得也没错中国恰恰是因为注重人权和民主把老百姓生命当回事才把疫情控制这么好这么重视扶贫和民生这些西方国家恰恰是因为不把底层老百姓当回事视为lowlifeandloser低人权和民主才把疫情防控和种族问题搞这么差有道理还是得向它们输出命运共同体,2020年06月08日 23:12
1171,请你他妈的动动你的小猪脑子,CECILIA_mio中国真有人权妇女被拐卖到山村警察都不会管呢怎么会有暴力执法呢2am这就是美国所谓的人权,2020年05月27日 23:33
7721,不颠覆不滋事不推翻,中国人权上访中国特有的故事2021年5月11日今天要到大连市政府信访局去上访因为信访了20年没结果所以今天要走访心情如何呢早晨起来尿了尿啦了屎还是不想把饭吃怎么回事心里有火啊国家信访局将球踢到辽宁信访辽宁自然踢到大连了球越踢越圆中国的足球人才都藏在政府机关急匆匆走在路上这时候只有一首歌多少給点力小小竹排江中游砸碎那万恶的旧世界很快就到了北京街市府信访局门口在众多保安特警把持下登记身份证安检进入内厅先经一神情骄傲的女信访局人员再次验证领取排队小票后又经一关卡小门在一信访局工作人员把持下进入二楼一楼二楼都有多名保安特警埋伏其中每个小房间里其实都不是信访局人员了而是各个被投诉部门的驻在人员接待人员年龄不超过三十岁吧给人的第一感觉没有诚意此时个人心情着实不爽一个副省级的大连市政府信访局一个口口声声执政为民的执政党政府接触人民的窗口怎么搞成这个样子呢这其实连进威虎山都不如呢在威虎山座山雕高居威虎厅面对各路八方没有顾忌不避他人公开交锋有问题说在当面说在大众有阴谋诡计直接针锋相对相比之下今天这里竟然是能骗就骗能拖就拖能将球踢出去就踢出去完成这些优雅动作必须是在小单间里静悄悄神不知鬼不觉的从意识形态分析的话这是一个鬼的世界这不是普世价值人类最基本的认知模式这是一个需要法治架构却毫无法治成分的怪胎这里不仅充实欺诈和谎言还储藏着招之能战战之能胜的兵力哦你想在这里解决问题根本没门在中国法律法规是不约束官府既得利益群体的什么国家信访条例哦那没用二十年前就在这里当时还是市政府搞的一次接访促销大活动呢我却被信访局接访官员合伙敲诈这次还好他们将我踢到了区信访局区信访局的守门员更年轻更灵敏好不犹豫一脚就将球踢回了市信访局赶回到市信访局进入內间接访官第一句话是怎么又来了此时我虽早有万般理由但还是不敢戗着毛回答明明是耍了我白跑一趟腿你竟还底气十足强词夺理哦唉今日中国价值观真是颠倒了我说不对啊按照中共地下党的接头黑话应该是脸红什么怎么又黄了你这把词改了我对不上了言归正传这次我理由充足自感斗争经验丰富接访官不好踢了但接访官让我到一楼查询一下中山区信访局把球踢到市政府哪个门洞里去了其实这个活不应当是由我完成的根据我党的执政地位这是政府內部游戏机制轨迹怎么能由一个不熟悉庞大的臃肿的执政为民的肥硕硕的诸多动脉静脉瘤血路的官府的访民去查询呢这不在一楼一个市信访局人员岁数约四十多岁嘴里竟然不干净很不耐烦警告他一句没想到这小子竟匪气十足下令不许我返回接访室众特警一起将我逐出信访局唉看来我党的执政地位真的不可动摇哦未完待续2大连收起全文d,05月17日 12:58
