_id,author,content,time
60aee211b2e2068e31ad29ec,财经杂志,"福岛核废水排放,争议的不只是科学
确保核废水处置问题严格接受国际评估、核查和监督;3,在同利益攸关方和国际机构协商一致之前,不得擅自启动核废水排海. 此前...
财经杂志2021-4-16",2021-4-16
60aee211b2e2068e31ad29ed,央广网,"日本核废水排向大海,还能放心吃海鲜吗?
4月13日,日本政府召开内阁会议正式决定,福岛第一核电站核污水在经处理及稀释后,将排入大海.对此,多方质疑,这些处理水仍...
央广网2021-4-13",2021-4-13
60aee211b2e2068e31ad29ee,澎湃新闻,"日本官员称核废水“喝了没事”,赵立坚:请他喝了再说
有记者提问,昨天,日本政府正式决定以海洋排放方式处置福岛核电站事故核废水,韩国方面就此召见日本驻韩大使,表示严正抗议....
澎湃新闻2021-4-14",2021-4-14
60aee211b2e2068e31ad29ef,央视新闻,"日本核废水入海影响有多大?57天可“废掉”半个太平洋!
点蓝色字关注“央视新闻”13日上午,日本政府召开内阁会议,正式决定将东京电力公司福岛第一核电站内储存的核废水排放入海....
央视新闻2021-4-13",2021-4-13
60aee211b2e2068e31ad29f0,广东禁毒,"核废水入海多可怕?海鲜还能吃吗?破坏生态的还有……
13日,日本政府正式决定将福岛核废水排放入海核废水入海到底多可怕?核废水一旦排海放射性物质将在57天内扩散至太平洋大半区域...
广东禁毒2021-4-14",2021-4-14
60aee211b2e2068e31ad29f1,中国日报双语新闻,"日本官员称核废水可以喝,赵立坚:请他喝了再说
在14日的外交部例行记者会上,发言人赵立坚就日本政府正式决定以海洋排放方式处置福岛核电站事故核废水问题答记者问.针对某些...
中国日报双语新闻2021-4-15",2021-4-15
60aee211b2e2068e31ad29f2,暴走大事件,"日本还把核废水做成了吉祥物…是觉得挺自豪吗?
不然给你赔偿点核废水吧,反正你这运河也需要水.最近日本形象损害严重,希望某些知日人士能够出面把这个钱出了,总不能再继续...
暴走大事件2021-4-14",2021-4-14
60aee211b2e2068e31ad29f3,科普中国,"日本将核废水排入大海会有什么后果?海鲜还能吃吗?你想知道的都在这
核废水中仍含有碘-129、锶-90、钌-106、碳-14等放射性元素.其中,碘-129可以导致甲状腺癌,锶-90已经被世卫列入一类致癌物清...
科普中国2021-4-13",2021-4-13
60aee211b2e2068e31ad29f4,视觉志,"日本排核废水后,所有国家都在一个群里,会聊什么?
作者 | 罗发财如果国家之间有一个群那么日本决定排放核废水的时候它们会聊什么呢?本文根据一些新闻基础虚构意在娱乐大众如有冒...
视觉志2021-4-18",2021-4-18
60aee214b2e2068e31ad29f6,环球时报,"美国竟然夸奖日本排放核废水!
“我们感谢日本在宣布排放核废水这一决定时,做出了透明公开的努力.我们希望日本政府能与国际原子能机构继续保持合作.”布林...
环球时报2021-4-13",2021-4-13
60aee214b2e2068e31ad29f7,广州日报,"帮日本核废水“出招”?男艺人道歉!网友怒了……
近日在日本福岛核电站核废水处置问题引发质疑和担忧后男团R1SE成员任豪却在社交平台呼吁希望中国帮助日本在福岛核电站建“更...
广州日报2021-4-15",2021-4-15
60aee214b2e2068e31ad29f8,壹心理,"日本百万吨核废水将入海,全球网友怒了:摧毁人类文明的不只是天灾,更是人祸
不管说得多好听,核废水就是核废水.个别人称这些水喝了也没事,请他喝了再说.哪怕经过处理达到安全标准,也将会给世界沿海地...
壹心理2021-4-15",2021-4-15
60aee214b2e2068e31ad29f9,英国那些事儿,"日本给核废水放射元素做了个萌系吉祥物,借此宣传废水无害??!
核废水中仍含有目前无法用设备去除的放射性物质“氚”,首相菅义伟透露,排放时将用海水稀释,使氚的浓度降至日本国内标准值的...
英国那些事儿2021-4-14",2021-4-14
60aee214b2e2068e31ad29fa,文摇,"核废水入海,会最先搞死哪国人?
日本政府强行倒核废水入海后,会发生什么变化?日本官员称喝了核废水也不能证明安全性,我们不妨研究一下,干完这碗核废水,...
文摇2021-4-16",2021-4-16
60aee214b2e2068e31ad29fb,环球网,"“如果是中国倒核废水,美方会感谢吗?”
报道称,排放前会将核废水稀释到日本国家辐射浓度基准值四十分之一,相当于世界卫生组织(WHO)制定的饮用水辐射安全标准的...
环球网2021-4-13",2021-4-13
60aee214b2e2068e31ad29fc,观察者网,"＂如果是中国倒核废水,美方会感谢吗?＂
报道称,排放前会将核废水稀释到日本国家辐射浓度基准值四十分之一,相当于世界卫生组织(WHO)制定的饮用水辐射安全标准的...
观察者网2021-4-13",2021-4-13
60aee214b2e2068e31ad29fd,差评,"百万吨福岛核废水要倒海里了,我猜哥斯拉一定会感谢日本人.
最近,有一个很大的新闻:日本正式决定将核废水排放入海.这其实并不算什么新鲜事,去年 10 月份日本就基本决定用海洋来解决福...
差评2021-4-14",2021-4-14
60aee214b2e2068e31ad29fe,侠客岛,"【解局】将核废水排入大海,日本真担得起这责任吗?
用以去除核废水中的大部分放射性核素,并设置大量贮罐用以贮存经过净化的废水.而今,有关贮罐已贮存约124万吨核废水,预计将...
侠客岛2021-4-13",2021-4-13
60aee214b2e2068e31ad29ff,央视新闻,"日本决定将核废水排入大海,美国却说安全!海霞:这真叫同流合污
今天,日本政府决定将福岛核废水排入大海.这一决定引发各方反对,但美国却表示支持,主播海霞有个建议,戳视频↓↓↓海霞:今天...
央视新闻2021-4-13",2021-4-13
60aee217b2e2068e31ad2a01,生态环境部,"专家:福岛核废水与核电厂正常废水有本质区别(央视新闻)
福岛核废水与核电厂正常废水有本质区别生态环境部核与辐射安全中心研究员 刘新华:核电厂正常运行的废水来源是哪儿呢?来源于工...
生态环境部2021-4-19",2021-4-19
60aee217b2e2068e31ad2a02,郑州大学附属郑州中心医院,"相比日本核废水,这里的“核”竟然能……
上周几乎所有人都在讨论一个话题日本政府不顾国际社会和本国人民的反对决定将核废水排入大海预计2年后开始排放如此大量的核废...
郑州大学附属郑州中心医院2021-4-21",2021-4-21
60aee217b2e2068e31ad2a03,观察者网,"喝不喝核废水?麻生这波回应＂逻辑感人＂
日本副首相兼财务大臣麻生太郎一句“核废水喝了也没事”的惊人言论,引发国际社会的强烈批评和各国网友群嘲.中方15日曾表示:...
观察者网2021-4-16",2021-4-16
60aee217b2e2068e31ad2a04,占豪,"帮日本核废水“出招”?艺人道歉!网友怒了……
封闭该地区为核废水处理厂.如果我们祖国愿意去帮他一把,全世界人就能明白什么是中国力量和中国制造的能力.战争我们永远不能...
占豪2021-4-15",2021-4-15
60aee217b2e2068e31ad2a05,中国青年报,"帮日本核废水“出招”?艺人道歉!网友怒了……
近日,在日本福岛核电站核废水处置问题引发质疑和担忧后,男团R1SE成员任豪却在社交平台呼吁,希望中国帮助日本在福岛核电站...
中国青年报2021-4-15",2021-4-15
60aee217b2e2068e31ad2a06,光明网,"帮日本核废水“出招”?艺人道歉!网友怒了……
近日,在日本福岛核电站核废水处置问题引发质疑和担忧后,男团R1SE成员任豪却在社交平台呼吁,希望中国帮助日本在福岛核电站...
光明网2021-4-15",2021-4-15
60aee217b2e2068e31ad2a07,中国经济网,"福岛核废水折射出美式“双标”真面目
日本决定核废水排海无论在科学还是道义上都站不住脚.然而,面对铁一般的事实,美国公开表示支持日本,再次上演“世界驰名双重...
中国经济网2021-4-16",2021-4-16
60aee217b2e2068e31ad2a08,环球网,"帮日本核废水“出招”?艺人道歉!网友怒了……
男团R1SE成员任豪发表涉日本福岛核电站核废水的言论,网友怒了!近日,在日本福岛核电站核废水处置问题引发质疑和担忧后,男...
环球网2021-4-15",2021-4-15
60aee217b2e2068e31ad2a09,新闻坊,"帮日本核废水＂出招＂?男艺人道歉!
近日日本福岛核电站核废水处置问题引发全球网友的质疑和担忧(戳开链接回顾相关报道↓↓↓)相关报道>>严重关切!日本明天这个决...
新闻坊2021-4-16",2021-4-16
60aee217b2e2068e31ad2a0a,豆瓣电影,"刷爆热搜的日本核废水事件,让我想起了这部9.6分神剧
电影烂番茄丨感谢作者为豆瓣提供优质原创内容丨最近,日本核废水排海事件引起了全世界的关注.从网络论坛到现实世界,以东亚沿...
豆瓣电影2021-4-21",2021-4-21
60aee21ab2e2068e31ad2a0c,南国早报,"帮日本核废水“出招”?网友怒了…艺人道歉!
近日,在日本福岛核电站核废水处置问题引发质疑和担忧后男团R1SE成员任豪却在社交平台呼吁希望中国帮助日本在福岛核电站建“...
南国早报2021-4-16",2021-4-16
60aee21ab2e2068e31ad2a0d,参考消息,"日本核废水,57天“废掉”半个太平洋
日本核污水排入大海影响有多大?含有放射性物质的污水一旦被排入大海会造成什么影响?首先,日本太平洋沿岸海域将受到影响,...
参考消息2021-4-11",2021-4-11
60aee21ab2e2068e31ad2a0e,医学界,"福岛核废水排放入海,核医学专家担心什么?
认真评估核废水处置计划.“人们在开发自然、利用自然时,要保持敬畏之心.”四川省人民医院核医学科医生说.资料来源:1.福岛...
医学界2021-4-13",2021-4-13
60aee21ab2e2068e31ad2a0f,凤凰网财经,"日本将启动核废水排海,美国支持!影响有多大?57天可“废掉”半个太平洋
核污水排海或损害人类DNA!美国竟支持?东电也回应了导读:4月13日,日本政府决定以海洋排放方式处置福岛核电站事故核废水....
凤凰网财经2021-4-13",2021-4-13
60aee21ab2e2068e31ad2a10,新京报评论,"核废水后,日本又要把福岛食材推上东京奥运会餐桌 | 京酿馆
日本副首相麻生“嘴硬”为核污水可饮用辩护:不是能喝吗?揪住这点不放真可笑.新京报我们视频出品.部分奥运会选手可能得自备...
新京报评论2021-4-20",2021-4-20
60aee21ab2e2068e31ad2a11,英国那些事儿,"日本正式排核废水入海!多国反对,美国却支持加感谢?!
是目前核废水的主要污染物. 根据日方的说法,在排放之前会用海水将处理水稀释100倍以上,使氚的浓度降到世界卫生组织(WHO...
英国那些事儿2021-4-14",2021-4-14
60aee21ab2e2068e31ad2a12,水皮More,"反排核废水战向全球扩大蔓延,中国核电安全法规标准与时俱进
小镇诗人 水皮杂谈 一家之言 兼听则明 偏听则暗反对日本排核废水的行动一浪接着...
水皮More2021-4-25",2021-4-25
60aee21ab2e2068e31ad2a13,澎湃新闻,"“核废水排海让形象受损”,日本在想办法了
南博一当地时间4月16日,日本政府召开会议正式开始商讨关于福岛核废水排海的“风评管理”(形象受损)对策.据日本共同社报道...
澎湃新闻2021-4-16",2021-4-16
60aee21ab2e2068e31ad2a14,营销报,"日本为洗白核废水,真搞了个“吉祥物”,缺德带冒烟了!
这几天,大家都快被日本政府气炸了因为日本不顾国际社会反对决定将福岛核电站核废水排入大海 那么,核废水进入海洋之后究竟有多...
营销报2021-4-19",2021-4-19
60aee21ab2e2068e31ad2a15,共青团中央,"核废水排海遭批评,日本到底冤不冤?
文 案丨李逸燃、程 远制 图丨龙 套编 辑丨蔡景芳校 对丨史一凡(团佛山市委)校 审丨王 珊、张 楠值班编委丨张 宇点亮“在看”,...
共青团中央2021-4-18",2021-4-18
60aee21db2e2068e31ad2a17,南方都市报,"日本要排核废水,海鲜生意受影响?我们去市场问了
日本政府4月13日召开有关内阁会议正式决定将福岛第一核电站上百万吨核污水经过滤并稀释后排入大海,排放将于约2年后开始.此消...
南方都市报2021-4-22",2021-4-22
60aee21db2e2068e31ad2a18,创意铺子,"只许日本排核废水,不准中国用筷子?这位被「捧成神」的 18 岁少女终于翻车!
#日本政府正式决定,将福岛核电站的核污水排入海# 排放废水的总量,是骇人的 123 万吨. 消息一出来,没有人看到是不膛目结舌、...
创意铺子2021-4-19",2021-4-19
60aee21db2e2068e31ad2a19,东京新青年,"核废水还未排,东京就又发现饮用水致癌物超标?!
这让很多人,包括小编在内都联想到了最近热议的日本决议要将福岛核电站的核废水排入太平洋的话题.为什么这些区域的饮用水氟化...
东京新青年2021-5-4",2021-5-4
60aee21db2e2068e31ad2a1a,观察者网,"日本倒核废水她＂装死＂,提到中国倒支棱起来了…
又让人感到纳闷的是,在日本向海洋排放核污水上做了“复读机”的瑞典“环保少女”通贝里,她在个人推特上对这件事情发表了评论...
观察者网2021-5-8",2021-5-8
60aee21db2e2068e31ad2a1b,观察者网,"谢长廷帮腔＂核废水稀释能喝＂,被台湾民众暴击
► 文 观察者网 阮佳琪日本决定将福岛核事故废水排放入海,此后日本财务相麻生太郎更称“核废水稀释后可以喝,喝了没事”,一番...
观察者网2021-4-20",2021-4-20
60aee21db2e2068e31ad2a1c,不散,"百万吨核废水排海,它竟还在不停洗白
回到今时今日,核废水排海会有什么后果?十年没能解决的核泄漏问题,125万吨的核废水,排放三年之后便会扩散至全太平洋,影响...
不散2021-4-13",2021-4-13
60aee21db2e2068e31ad2a1d,第一财经,"核废水要下海,海鱼还能吃吗?福岛当地人如何防范“辐射鱼”入口
钱小岩福岛核废水要下海,周边国家立马紧张了起来,以后海鱼还敢吃吗?要回答这个问题,不妨看看福岛当地是怎么做的,毕竟他们...
第一财经2021-4-15",2021-4-15
60aee21db2e2068e31ad2a1e,桔灯勘探,"核废水入海,再不懂洋流就晚了!
不久前,日本政府作出决定,福岛第一核电站经过处理的核废水将被排放至太平洋.(图源@thepaper.cn)一石激起千层浪,这一决定...
桔灯勘探2021-5-3",2021-5-3
60aee21db2e2068e31ad2a1f,长沙本地宝,"核废水入海要囤盐?延迟退休年龄表来了?这些谣言千万别信!
01核废水入海要囤盐?谣言:日本政府正式决定将福岛核废水排海一事,引发全球关注!对此网络有消息称,国内有沿海城市市民大量...
长沙本地宝2021-4-21",2021-4-21
60aee21db2e2068e31ad2a20,环球时报,"台湾要引进福岛核废水?
张惇涵(台媒资料图)据报道,日本将在2年后将稀释过的福岛核废水排入太平洋一事,近日引发舆论普遍反对,但岛内网络上流传着...
环球时报2021-4-16",2021-4-16
60aee220b2e2068e31ad2a22,血饮,"排放核废水暗藏美国毒计,唯有中子弹可以解救日本!
据央视新闻报道,日本政府当地时间4月13日上午召开内阁会议, 正式决定将东京电力公司福岛第一核电站内储存的核废水排放入海,...
血饮2021-4-16",2021-4-16
60aee220b2e2068e31ad2a23,长安街知事,"日本官员称核废水“喝了没事”,赵立坚:请他喝了再说
长安街知事(微信ID:Capitalnews)提问,昨天,日本政府正式决定以海洋排放方式处置福岛核电站事故核废水,韩国方面就此召见日...
长安街知事2021-4-14",2021-4-14
60aee220b2e2068e31ad2a24,君君电影院,"100万吨核废水入海,日本要全世界“陪葬”?
日本政府在4月13日早上召开会议,正式决定将处理福岛核泄漏的 123 万吨核废水排进太平洋.消息一出,热搜接连上了五六个,可以...
君君电影院2021-4-14",2021-4-14
60aee220b2e2068e31ad2a25,新京报,"日本核废水排海我们如何用法律维权?
日本排放核废水入海是否违反国际法?如何看待美国声援日本?我们可采取哪些措施维权?新京报记者采访了多位法学专家进行权威解...
新京报2021-4-18",2021-4-18
60aee220b2e2068e31ad2a26,正解局,"日本决定核废水排海,美国宣称“为水而战”:全球水危机才刚刚开始
zjjms2020正解局ID:zhengjieclub刚刚,日本政府正式决定将东京电力公司福岛第一核电站内储存的核废水排放入海.就在前两天,美国...
正解局2021-4-13",2021-4-13
60aee220b2e2068e31ad2a27,澎湃新闻,"五问日本核废水排海:对我们有啥影响?
陈沁涵日本政府4月13日召开内阁会议,正式决定福岛第一核电站核废水经过滤并稀释后将排入大海(☞此前报道).“排放处理过的...
澎湃新闻2021-4-14",2021-4-14
60aee220b2e2068e31ad2a28,翼翔家文化,"日本核废水还没排泄,中国卫星重大发现:美国发生核泄漏!
日本核废水还没排放,美国核泄漏就先被我方卫星逮到了.众所周知,对于资源匮乏的小国家而言,核动力已经成为了发电的重要来源...
翼翔家文化2021-4-18",2021-4-18
60aee220b2e2068e31ad2a29,湖北日报,"给日本核废水“出招”?艺人任豪道歉!
近日在日本福岛核电站核废水处置问题引发质疑和担忧后男团R1SE成员任豪却在社交平台呼吁希望中国帮助日本在福岛核电站建“更...
湖北日报2021-4-15",2021-4-15
60aee220b2e2068e31ad2a2a,英国报姐,"美国鼓励日本排核废水?黑历史被扒:排放100万桶毒物入海
前段时间,日本正式宣布将排放超过100万吨核废水进入太平洋.将海洋当做垃圾桶,把可能会对整个生态环境造成毁灭性打击的东西...
英国报姐2021-4-27",2021-4-27
60aee220b2e2068e31ad2a2b,南方日报,"核废水喝了没事?赵立坚:请这位日本官员喝了再说
4月14日下午,外交部发言人赵立坚举行例行记者会,就日本核废水问题、台湾问题、新疆问题等做出回应.谈日本核废水海洋不是日...
南方日报2021-4-14",2021-4-14
60aee224b2e2068e31ad2a2d,中国新闻周刊,"日本核废水排海,专家:“就像潘多拉魔盒被打开”
放射性核素通过食物链最终将进入人体 日本政府4月13日召开相关阁僚会议,正式决定向海洋排放福岛核电站的核废水.据悉,这批核...
中国新闻周刊2021-4-16",2021-4-16
60aee224b2e2068e31ad2a2e,日式神吐槽,"日神沙雕雕:核废水排放后蛋蛋竟然……
微信叒改版了!不设星标可能无法及时收到推送快去日神君主页选择“设为星标”~123412345678910上榜槽友请私信 644617754寻...
日式神吐槽2021-4-25",2021-4-25
60aee224b2e2068e31ad2a2f,广东共青团,"极其不负责任!日本核废水入海,影响有多大?
日本政府4月13日早上召开相关阁僚会议,正式决定向海洋排放福岛第一核电站含有对海洋环境有害的核废水.据人民日报客户端报道...
广东共青团2021-4-13",2021-4-13
60aee224b2e2068e31ad2a30,北风雪林,"日本核废水排海碰瓷中国!我们的核电安全到底如何?
上周五,日本记者在我国外交部记者会上提问,关于我国指责日本核废水排放太平洋问题,特意加入了“中国的核电站,比如大亚湾核...
北风雪林2021-4-19",2021-4-19
60aee224b2e2068e31ad2a31,海峡都市报,"日本将排核废水,福州企业、市民这样说……
“有媒体说不管核废水怎么稀释,还是会对人体有害的.”他十分担心自己今后到海边游玩时会受到核污染的影响.家住福州苍霞新城...
海峡都市报2021-4-22",2021-4-22
60aee224b2e2068e31ad2a32,巴塞电影,"倾倒核废水还拍人鱼恋?人气女神也救不了这日剧大扑
再加上“日本倾倒核废水、东京饮用水致癌物超标”丑闻曝光后,借助甜宠剧科普海洋知识、提倡保护海洋的创作思路,似乎也透着讽...
巴塞电影2021-5-12",2021-5-12
60aee224b2e2068e31ad2a33,中国经营报,"不仅决定排核废水,还要把福岛食材推上奥运会餐桌!网友痛批!韩国考虑自带食材
更担心日本政府计划将福岛核废水排入大海的举措会令所有海产都受到污染,造成食物危机.来源:本文综合海外网、环球时报、环球...
中国经营报2021-4-21",2021-4-21
60aee224b2e2068e31ad2a34,政事堂2019,"梁山投名状与日本核废水
倾倒核废水一定会得罪周边的亚洲国家,因此日本在特朗普的战略收缩时代,对核废水就像对靖国神社一样低调,因为他需要积极参与...
政事堂20192021-4-13",2021-4-13
60aee224b2e2068e31ad2a35,中国新闻社,"核废水喝了没事?日政府公开透明?美日的“狡辩”你接受吗?
来源:中国新闻网综合报道,13日,日本政府正式决定,将福岛第一核电站的核废水排入海洋.日方的这一决定引发各界强烈反对,然...
中国新闻社2021-4-14",2021-4-14
60aee224b2e2068e31ad2a36,纯科学,"不能允许日本福岛核废水排放的真正理由
因每天都会新增140吨核废水,总容量约为137万吨的现有1000个废水储存罐能力将达到极限,如何解决这个 问题?因此,日本决定将...
纯科学2021-4-15",2021-4-15
60aee227b2e2068e31ad2a38,咩事,"日本要排核废水,有人不敢吃海鲜!我们去广州海鲜市场发现……
日本政府4月13日召开有关内阁会议正式决定将福岛第一核电站上百万吨核污水经过滤并稀释后排入大海,排放将于约2年后开始.此消...
咩事2021-4-22",2021-4-22
60aee227b2e2068e31ad2a39,小北正经,"日本将核废水倒在中国门口,渤海湾立马成“毒湾”!
核废水,成为了日本的燃眉之急.但是,没想到的是,美国竟然想到以核废水为筹码,拉拢日本反华.请看最近哈里斯的发言.“我也...
小北正经2021-4-14",2021-4-14
60aee227b2e2068e31ad2a3a,新京报,"日本核废水排海,如何从法律上制止和追责?
危卓日本政府4月13日早上召开相关阁僚会议,正式决定向海洋排放福岛第一核电站核废水.这一决定招致国际社会的广泛反对和质疑...
新京报2021-5-1",2021-5-1
60aee227b2e2068e31ad2a3b,秀秀思念你,"核废水导致灵气复苏,野生修仙者的珍贵记录
秀秀思念你2021-5-22",2021-5-22
60aee227b2e2068e31ad2a3c,环球人物,"日决定核废水入海,大嘴副首相称“喝了没事”?全网怒怼“你先喝!”
核废水入海,最“经济”的方案麻生“大嘴”的背后,是日本的“小算盘”.他说出了日本内阁“决定(把核废水)排入大海”的算计...
环球人物2021-4-14",2021-4-14
60aee227b2e2068e31ad2a3d,CCTV4,"专家:福岛核废水与核电厂正常废水有本质区别
日本福岛核事故处理后的废水是否可以达到排放标准?跟核电厂正常运行排放废水有何不同?福岛核污水只能排入海洋吗?还有没有其...
CCTV42021-4-19",2021-4-19
60aee227b2e2068e31ad2a3e,有道词典,"倾倒核废水的不止日本,浩瀚大洋为何成为全球核垃圾场?
经过处理的核废水,放射性元素含量很低,不会影响人体健康,但仍然令很多人感到忧虑和不安.社交媒体上,有网友贴出日本漫画哆...
有道词典2021-4-21",2021-4-21
60aee227b2e2068e31ad2a3f,U2灵性的实相,"从福岛核废水直排入海,看更深的事实与真相
从福岛核废水直排入海,看更深的事实与真相作者 U2 心无为前段时间,日本政府已正式决定将要把福岛核电站的事故核废水直接排放...
U2灵性的实相2021-5-3",2021-5-3
60aee227b2e2068e31ad2a40,羊城晚报,"帮日本核废水“出招”?!引发众怒,艺人道歉
近日日本福岛核电站核废水处置问题引发质疑和担忧而男团R1SE成员任豪却因为一番帮日本核废水“出招”的言论引起网友的愤怒与...
羊城晚报2021-4-15",2021-4-15
60aee227b2e2068e31ad2a41,海外网,"日本核废水入海将祸害全世界
因此没法判断核废水到底该不该排放入海.缺乏具体的判断依据,没法不让人反对.”另据日媒此前报道,福岛县民众4月11日自发举...
海外网2021-4-15",2021-4-15
60aee22ab2e2068e31ad2a43,丁香园,"日本正式宣布核废水入海,「处理过的水」对人体有害吗?
即将排放的核废水对人类到底是否安全,还是一个未知数. 要评估将这些储水罐中的水排放回海洋的风险,需要知道放射性同位素的含...
丁香园2021-4-14",2021-4-14
60aee22ab2e2068e31ad2a44,斐君思享汇,"关于日本核废水事件,这可能是分析最透彻的一篇文章!
要聊就透彻地聊,关于日本核废水事件,这可能是分析最透彻的一篇文章! 熟悉小说三体的读者应该都知道,上图是三体人最厉害的武...
斐君思享汇2021-4-13",2021-4-13
60aee22ab2e2068e31ad2a45,为你写一个故事,"日本排放核废水,韩国人骂得比我们还凶
昨天,也就是2021年4月13日,日本政府召开正式幕僚会议,正式决定要把核废水排向大海:这意味着有125万吨核废水排向大海,可...
为你写一个故事2021-4-14",2021-4-14
60aee22ab2e2068e31ad2a46,南方日报,"帮日本核废水“出招”?知名男艺人迷之操作让人看呆了…
封闭该地区为核废水处理厂更令人迷惑的是“灵魂画手”任豪还画了所谓的“更大的罩子”↓他“贴心”标出中国沿海主要城市与日本...
南方日报2021-4-15",2021-4-15
60aee22ab2e2068e31ad2a47,中国日报,"世界观 | 福岛核废水多久到美国?可能不是57天
这篇论文根据现有的海洋模型,对日本福岛排放的核废水流向做了分析,最终得出结论,排污两年后日本自身污染将不再严重,污染最...
中国日报2021-4-14",2021-4-14
60aee22ab2e2068e31ad2a48,北美留学生日报,"福岛出现核废水泄露!日本发生7.3级大地震,约95万户家庭停电,现场一片狼藉,警报仍未解除...
2021的开场,注定不平凡.2月13日晚间,日本福岛东部海域发生7.3级地震,已造成50多人受伤,约95万户家庭停电,多地震感强烈...
北美留学生日报2021-2-15",2021-2-15
60aee22ab2e2068e31ad2a49,车来了,"从无先例,极不负责!核废水入海!美国疯了 世界慌了!
two#02核废水没危害?为了达到自己的目的,日本政府做了很多工作.首先就是背书.用上东京电力公司的数据,声称这批核污水已经...
车来了2021-4-19",2021-4-19
60aee22ab2e2068e31ad2a4a,券商中国,"帮日本核废水＂出招＂?男艺人道歉!
近日,在日本福岛核电站核废水处置问题引发质疑和担忧后,男团R1SE成员任豪却在社交平台呼吁,希望中国帮助日本在福岛核电站...
券商中国2021-4-16",2021-4-16
60aee22ab2e2068e31ad2a4b,河马电影,"毫无下限!核废水排海真是祸害
日本核废水决定向海洋排放的新闻,河马哥关注了好几天.2011年3月11日,日本东北部海域发生9.0级地震,福岛第一核电站发生泄...
河马电影2021-4-15",2021-4-15
60aee22ab2e2068e31ad2a4c,头条零距离,"“核废水或已入海!”集装箱附近发现不明物质,日本东电急忙发声
头条零距离1天前",2021-05-26
60aee22db2e2068e31ad2a4e,波波脱口秀,"岛国排核废水这件事,你咋看?
波波真实想法吗?说没有污染了有本事自己喝了啊未来场景大概如此吧点击▷看视频bobo有粉丝一直留言想要波姐近期照片做屏保向波...
波波脱口秀2021-5-5",2021-5-5
60aee22db2e2068e31ad2a4f,济南时报,"日本真决定核废水排向大海!我外交部怒斥
据人民日报客户端报道,日本政府4月13日早上召开相关阁僚会议,正式决定向海洋排放福岛第一核电站含有对海洋环境有害的核废水...
济南时报2021-4-13",2021-4-13
