_id,author,content,time
60af70be02518e90a304fec9,,"之前很多大v发文章，用“科学”推断出无害。现在是怎么回事儿呢？
1、“核电站冷却水可以排海，我国也是这么干的，日本没问题！”
看这就是“科学的魅力”。大v们说的是对的，只是他们没说全：
我国的核工业冷却水是“冷却水”。发电吗，就是烧开水那回事儿。我国受到世界原子能机构监督后排水没什么问题。毕竟其他国家也没说过自己的冷却水可以喝！
福岛核废水是福岛核事故后，反应堆核心泄漏污染了冷却水，现在还在不断恶化污染地下水。所以实际上大v们一手瞒天过海，偷换概念。虽然都是核工业排水，实际上天差地别。
2、列举“专业”机构证明文件。TEPCO，看看这高大上的简称，一定是一个高大上的组织。专业，高效，权威等词是不是已经进入你的脑子了？同时什么WTO，EU，ICRC已经出现在你的脑子里，什么柳叶刀的论文，诺贝尔化学奖等等权威出现在你脑子里。
实际上TEPCO是什么？东京电力公司的简称。一家破发电公司，核电站建造构思还是买来的，一个妥妥的资本公司。偷排核废水都是他们自己干的，他出示的文件有个P的权威效应。他出示的数据就是“监守自盗”。
3、IAEA出示的建议报告与文件等。国际原子能机构的简称IAEA确实不同于破电力公司。但是IAEA出示的文件中并没有任何指标。国际严重怀疑国际原子能机构是否进行了检测，有没有准确的数据。他只是提出了解决方案，称：日本的行为是可行的，核废水达到标准可以排海！",04-13
60af70be02518e90a304feca,,"谢邀。
我怎么看不要紧，关键是全球人民群众怎么看。
以下为布林肯推文下前五评论，自然排序：",04-14
60af70be02518e90a304fecb,,"有一说一，这个品种并不是普通超市里的常见鱼，禁不禁它，对日常生活影响不大。
至于检测超不超标，政府宣不宣布，对日本国内人来说，结果还是一样：我命贵，不想吃福岛产的（当然，哪儿都有只选便宜的）

日本公立小学为学生提供价廉物美的午饭，日语叫“给食”。菜单是早就定好的，每顿饭的热卡以及营养成分，会列好一张大表，让孩子带回去给家长过目。",04-22
60af70be02518e90a304fecc,,"沈老师说得没错啊，看看东京电力那些措施，看看日本的态度，你敢信任吗？洗啥地呢？
简单一句话就是你以为我们不谈技术，那是你不懂日本！（故意洗地那就是坏了）
其实不是我们有偏见，是日本人把自己的名声都败光了，以前感觉日本人鞠躬道歉特有责任感，也特别信任日本产品。后来日本发生的那么多不要脸的事情，现在看到日本人鞠躬感觉特恶心。
再看看东电，这特么一路折腾，折腾能这鬼样子，谁敢信任？
再说了，这海洋的水资源是要全球共同承担的责任，如果开了这么个坏头，今天你倒一点，明天他倒一点，这成什么了？一锅汤，加一勺盐可能不咸，两勺三勺十勺呢？
何况这特么加的不是盐，是核废水啊，如果觉得没问题，自己家拿去浇田好了，或者你美国觉得没问题，拉五大湖倒掉好了。来，咱中国做回好人，贴运费，一百多万吨，多来几条大船能拉过去。你美国干啥又禁止来自日本的食品？
有那劲头替日本人洗地，当年那帮公知是怎么说苏联的呢，人家可是尽了全部努力去控制扩散的，你日本做了什么？别双标就行！",04-18
60af70be02518e90a304fecd,,我只想说一句话，其实日本人也是这么想的。,04-19
60af70be02518e90a304fece,,"我说点吉祥如意话吧，
1.日本最终不会大规模排放核污水，这件事算是一个筹码，如果日本排了，这筹码就没了，也没得谈了，有的打了。
2.日本排放核污水不全是科学问题。就算日本处理技术超级先进，但是日本在福岛核电站的事情上信用破产了，这根本不是技术和科学问题。妈的，他撒谎撒了十多次，你还相信日本政府的话，是他首相阿萎长得比吴彦祖帅吗？
老师说过，阅读理解要联系上下文。
前情提要:美国也是太平洋沿岸国家，日本决定排核污水肯定征求美国同意，美国不同意，日本就是喝也得喝下去。
然后是题干
1.日本宣布决定排放核污水进大洋(13日)
2.美国总统特使访问中国讨论气候环保问题(14日)
3.目前的日本政府是美国的附庸，是为美国利益服务的。(中国外交部前段时间已经说过)",04-17
60af70be02518e90a304fecf,,"菅义伟没喝，东电的大人们也没喝，整个日本上上下下没有一个人敢喝，但是他们就是迫真声称经过海专精反复算这水能喝

对着媒体的镜头，谁也不知道你喝的是核废水还是雪碧，但是连雪碧也没人愿意喝，为什么？

因为喝就意味着你要为这件事负责，而没人愿意为这个""废水符合饮用标准""的说法负责

连日本政客都不愿意赌的事情，我觉得大众还是多长个心眼来得好",04-15
60af70be02518e90a304fed0,,"首先，把核废水排放入海这件事，日本肯定没有少偷偷干过。为什么这次就摊牌了，不装了，直接公告说要排放了，他们难道不知道这种丧尽天良的事情瞒着别人做也就罢了，一旦公布，是会成为世界公敌的吗？将来全世界有无数的人死于癌症或者身体畸形变异，是绝对绝对饶不了日本的吗？
当然，他们知道，而且很清楚，核废水放出去，第一个受害的就是他们自己的渔民，然后污染米国西海岸，最终荼毒全世界。然而这回，不但西方媒体失声，甚至米国哈里斯都提前说了未来要争夺水资源。没错，就是米国指使的。日本排放核废水的计划，正是米国下的指令。
那么米国为什么要下这样的指令？拿自己的人民生命当儿戏？这本不该是一个超级大国该做的事，然而就在最近，我们都知道了。新冠的事，已经把米国暴露出来了。
米国就是一个死上几十万人都无所谓的超级低人权国家！
所以，哪怕核废水到了西海岸，搞死无数人，搞变异无数人，它都不疼不痒，因为那时候它的权贵们早就准备好净化水了。死再多的人，与他们何干？
然而，这件事对于日本来说，却完全不一样，犯下如此严重的反人类罪行，日本别无选择，只能跟着米国一条道走到黑，因为这个世界上，除了米国，再也无人护得住日本，日本举世皆敌！
就好像一个熟练的强盗大哥，唆使想入伙的小弟去干杀人放火的事情，这样小弟才能真正加入他们，被视为他们中的一员！",04-11
60af70be02518e90a304fed1,,"日本向太平洋排放核废水，对环太平洋国家均有影响！但是程度上有差别。
福岛处于日本东海岸，又位于日本暖流的末端，而且日本暖流是自南向北的强洋流，所以从福岛排放核废水只会顺着日本暖流往北往西走，首先达到加拿大和美国。
核废水会顺着洋流在北太平洋绕一圈，才会达到中国台湾地区附近，大概10年左右，就会扩散到整个太平洋地区。",04-14
60af70be02518e90a304fed2,,"这个世界已经分的很清楚了！
就像小孩子过家家一样，没有对错，只有立场。
跟在美国那边，犯下滔天大错都是小问题，站错边！一根棉花都是反人类的大罪。
是非重要吗？不重要，只要日本听话，美国爸爸就会好好护着它。
日本就像一个超级巨婴，知道犯错哭一下，像爸爸去哭诉，爸爸就会原谅，但凡谁敢欺负自己宝宝的，就是坏人，这就是美国的态度。
这瑞典那个环保小女孩怎么没见跑出来，为了环保可以跨大洋飘到美国，现在这个全人类危机来了，怎么没声音了。",04-15
60af70be02518e90a304fed3,,"我记得十多年前五岳自己在日本买了房地产办了投资移民，还发了篇文介绍经验：当时日本为了重振经济吸引投资，中国人只需要几十万RMB就可在日本实现投资移民。自称自己走过一遍流程对政策很熟悉了，欢迎大家找他咨询，他还可以直接包干代理。说白了就是干起了移民中介。
所以他洗白日本核废水不是很正常吗，影响生意了呀。",04-13
60af70be02518e90a304fed4,,"美国三哩岛核事故，反应堆炉心融解。电站老司机一通骚操作，避免事故扩大，保住了反应堆安全壳，事故级别止步五级。
苏联切尔诺贝利核事故，电站老司机一通骚操作，反应堆安全壳上顶盖原地升天。苏联填了几十万人修了“石棺”和隔水层，避免辐射继续外泄和污染地下水。
以上是值得赞赏的。
日本，本来值班员按按电钮能解决的问题，完全陷入庵野秀明执导的电影《新哥斯拉》中“内阁全灭”以前的剧情无限循环里，现在跻身核事故最高等级——七级事故。哪里值得赞赏？
如果日本真的把污水处理到可以安全排放的程度，也算是将功补过了。问题是日本在福岛核事故发生后的十几年里，所作所为完全无法让人信任日本能做到。
要不然日本接受世界各国联合核查组的监督，让我们能信服的“赞赏”一下？
美国这么“赞赏”日本，怎么FDA突然以核污染为理由禁止日本食品进口了呢？",04-11
60af70be02518e90a304fed5,,"粉丝：我懂这是大局观
路人：我懂这是脑血栓


2019年利马奇台风造成1000多万人受灾，结果任豪在微博里发布：这阳光的一天 台风什么的 不存在 还配了一个大笑的表情，所以你这是在幸灾乐祸？

去年发生新冠疫情，他在微博里发布：爱情都轮不到我，还想肺炎轮到我？切～我是抗病毒卫士 请问这是一个有脑子的人该说的话吗？新冠疫情是你随意拿来调侃的吗？

那么多医护人员前往一线抗击疫情，结果这货在微博转发，致敬永不停歇的你们，还配上了蜡烛的表情，请问你这是诅咒谁呢？

他还在微博分享了一张疫情期间请战书的照片，我还以为任豪自告奋勇上一线了，结果找了半天都没有他的手印。。。你说这人脑子里在想什么…",04-18
60af7e7468c583319710204f,,"日本核废水疫情后，还没看清这些国家（欧美日澳新）的嘴脸吗？

中国人吃狗肉：狗是人类的朋友，中国人没素质，民族劣根；
日本人吃鲸鱼海豚：要尊重（我们）当地人的文化传统和饮食习惯。

美国暴民游行示威：辣椒水、催泪弹，危害社会安全，必须严惩；
中国HK那群废柴打砸烧：让我们马上连线在HK的皿煮斗士，向他们致敬！

中国增加国防预算：中国有野心，威胁世界安全；（哈？）
美国对伊拉克叙利亚开战：维护世界和平，保卫中东安全。

中国新疆棉等问题：中国强制劳动，剥削压迫；（无中生有）
日本研修生问题：为发展中国家提供技术学习机会，促进国际交流。

中国有点事：侵犯人权，没有自幼皿煮
沙特等国家独裁迫害：尊重本地的宗教信仰自由，尊重当地人民的选择。

美国大兵在日本qj杀害日本女性：
美国：小事，小事，我们自己内部惩罚下就好了，老弟别生气，都是小事，他们为了保卫你们的国防，也挺累的，你看，对吧。
日本：好的，大哥，稍微意思意思，安抚下我们国民的情绪就好了，相信大哥，你们自己处理就行了。

美国要日本政府承担更多驻兵费用：
日本：大哥，大哥，大哥啊，有个事情想商量下啊，
美国：有话说，有屁放！
日本：大哥，能打个折么——？

用脚指头也能想出来，如果这事发生在中国，美国会怎么说，日本媒体会怎么选角度报道了。

以上内容不限制在美国和欧美，也包含我所在的日本。就是吐槽下这些国家的双标，大家不必那么考究。",04-13
60af7e7468c5833197102050,小早川,"美国支持日本福岛污水入海决定，称「符合全球公认核安全标准」，如何看待这一表态？日核污水排海真的安全吗？中国种植面积广阔生态林近25年来森林增长面积全球第一，却因吃蛋奶肉欧美舆论指责不环保。玉林狗肉不过吃专门肉狗品种，也被欧美舆论挞伐为落后习俗。
日本排放大量核废水，美国却肯定其符合全球公认核安标准，即使出现福岛核灾，但日本仍被视为环保国家。而日本大肆捕杀鲸鱼海豚，却被人们视为「当地文化传统」甚至广受赞扬。
正如人与人是平等的，但有些人比其他人更加平等一样。
国与国也是平等的，但是有些国家就是比其他国家更加平等。",04-13
60af7e7468c5833197102051,,"美国支持日本福岛污水入海决定，称「符合全球公认核安全标准」，如何看待这一表态？日核污水排海真的安全吗？你是日本人吗？
不是。
你是中国人吗？
是。
核废水是我们排放的吗？
不是。
是日本排放的吗？
是。
那你不让他治理让我治理？
因为你是好人。
这是tm什么狗屁道理？就因为我是好人我就应该拿命给本子擦屁股？

这事你如果非扯上大局观，那也是日本美国没有大局观。
如果日本自己已经尽力了，但还是解决不了这事，全人类都要玩完了，放眼世界没有任何国家可以凭一己之力改变世界，那我相信各国是愿意放下一切共同挽救人类的。
但目前来看核废水这事完全不是这个情况，人家日本是没钱没有能力治理吗？
人家那是觉得忒贵了，治理贵人命也贵。
就像你邻居本子家马桶坏了，网上一查换个马桶八千，太贵了，而且换马桶的时候还容易溅一身。
于是本子想了一招，以后大小便都去街上，挨家挨户都得闻味。
这事让本子亲爹看见了，但本子爹也不舍得花钱帮本子换一下，于是就鼓励本子继续上街，但是以后禁止本子进家。
这时候你傻乎乎的跑过去，拿钱拿命把本子的马桶换了，屁股擦干净了，本子呢？
本子趁你换厕所的时候，拿省下来的钱泡你老婆闺女，买棍子棒子打你老爸老妈，事后还和本子爹一块打你骂你。
你说你剑不剑啊？",04-15
60af7e7468c5833197102052,笨呆薪火,"如何看待 R1SE 成员任豪发表关于日本核电站事件的言论，称「用更大的罩子」封闭日本福岛核电站？理论上日本只是决定倾倒核废水，但事实上，在这个决定之前，由于福岛第一核电站核反应堆池壁破损（我现在都怀疑是不是故意的），日本已经悄悄排了10年，周边的动植物很多都受到了辐射而变异。
（“变异苹果”图片已删，
@摸鱼的王同学
这位大佬做出了科学的解释，认为这是多倍体番茄摆拍，被多家网络媒体误用，目前尚无权威媒体或学术杂志对此类植物进行介绍或报道，我为我的不严谨致歉，也向
@摸鱼的王同学
的科普表示感谢）
这一次不过是披了一层政府的外衣，拉了一个护犊子的父亲，找了几个牵强的理由，让自己的反人类行为看起来不那么邪恶罢了。
由于日本每天要产生180吨核废水，于是截止2021年2月，福岛核电站周边已经建了1074个储水塔，存了满满120万吨核污水。
虽然核废水多，但是并不代表没办法处理。尽管日本政府称哭着喊着：“没地方放新储水塔了！”但日本国内现已知的安置方案都最少有五种，每个方案都几十上百页。更别说还有世界各国专家为日本提供的方案。
不过日本政府这次铁了心不想多花钱，一定要排放污水，而且严谨的日本人为了防止污染集中，会绕着日本均匀排放。
去年9月，日本首相菅义伟前往福岛第一核电站视察时，询问工作人员后得知废水“稀释了能饮用”，但他最后也没喝。
甚至都没有鞠躬。
日本政府之所以抛出这么大一块的核废水给世界，不是没有能力处理，而是希望世界来帮日本消化，这样日本付出的成本不会太大。
中韩不是首当其冲吗？总不能看着自己的周边被污染吧？东亚沿海国家不是被最先辐射吗？总不能放弃渔业资源吧？世界不是都会被影响吗？总不能坐以待毙吧？
日本把自己的天灾人祸强行上升成世界难题，就这样美国都要帮衬，不知道当初要为水资源而战的豪言壮语都是在说给谁听。
本以为这是一场有关人类生存的战争，各国理应站在一边共同抗议，没想到到头来只有我们在这里瞎操心。
不过也不奇怪，毕竟只有给中国扣帽子时，西方国家才会使出浑身解数。
国籍一换，评论百万。
就是不知道以后，日本人在看多年前自己人拍的影视剧时，心里会不会产生哪怕一丝波澜。",04-14
60af7e7468c5833197102053,,"如何看待专家称日本核废水可致「三致」，致癌致畸致突变，对人的遗传基因有重大的影响，该如何防范？请他喝了再说
看起来美国跟日本一唱一和、狼狈为奸，但实际上，美国却悄悄干了另一件事。
美国食品药品管理局（FDA），早在今年3月4日，就对美国国内更新了“99-33号进口警报”，继续严格禁止从日本进口多种食品，包括日本的牛奶、黄油、婴儿奶粉、蔬菜、大米，各种鱼类、家禽类、蛤蜊类、海胆，以及多种水果。


美国禁止进口日本这些食品，理由写得清清楚楚：核辐射污染。
也就是说，一边美国政客高调支持日本排放核污水入海，另一边美国食品安全部门却加大了禁止进口日本食品的力度，典型的内外双重标准。这样一个“人格分裂”的美国，完全就是只顾自己，完全不顾其他国家的利益。
事实上，早在2011年日本福岛核电站事故之后，美国就火速采取行动，率先禁止了从日本进口海鲜等食品。美国FDA十年来一直严厉关注日本农产品和海鲜的出口，并且从日本部分县区生产的海鲜、蔬菜、水果、牛奶中多次检测到放射性。


一向以环保自居的西方媒体，却对这一事实闭口不谈、避重就轻。如果日本的处理真的没问题，那么美国怎么不率先放开限制，让白宫高官带头吃一口日本海鲜试试？说废水已经安全的日本高官，怎么不敢自己喝一口水试试？答案显而易见了。",04-15
60af7e7468c5833197102054,RichElio,"如何看待日本官员称核废水「喝了没事」，赵立坚：请他喝了再说？记得几年前，HBO的《切尔诺贝利》火了，我朋友圈一堆同学仿佛化身当代鲁迅，仿佛自己亲身经历过切尔诺贝利事故一般，写了一堆或义愤或伤感的文字，一副“我很睿智，政府如何愚弄百姓的套路都被我看透”的神情。
我看了几集就发觉到不对，这剧私货太明显了，根本就不是在记录历史的样子，绕来绕去，主题永远是西方阵营污蔑我们的老套路：体制不民主，言论不自由，高层为了利益泯灭良知，舆论受监管等等
你可以关注一下西方视角的文学作品对中国或者社会主义的批判和污蔑，是不是永远离不开这个圈。
可是你们知道吗，苏联政府根本不是他们描绘的那个鬼样子，苏联进行的是“饱和式救援”，在切尔诺贝利将近两年的救援行动中，总计有60万苏联人被征召，包括数千种职业与岗位。
苏联红军飞行员们不顾辐射的危险，开着直升机把沙土运送到反应堆上空，倾泻到核设施上，覆盖起来。面对核电站屋顶上的核废料，将军亲自带队上去清理，苏军工程兵司令员塔拉克诺夫将军担任清理工作的总指挥，他嘶声力竭地在屋顶旁高喊动员口号：“记住防护要领！每组十人，不要超过40秒！党员先上！”，“假期和黑海的疗养院在等我们，为了苏维埃祖国！”
苏联已经尽了一切努力，承担了所有责任，没有让核泄漏继续扩散，欧美天天阴阳怪气，可是苏联没有让这些欧美的百姓为他们的过失买单，可以说在当时的情况下，“问心无愧”四个字担待的起。
HBO是怎么拍的？用压抑的滤镜和构图，用血淋淋的被辐射者场面增加视觉效果，塑造一个在黑暗环境中挣扎的主角获取共情，还很聪明的知道要站在个体视角，要宣传某几个“平凡百姓”的伟大，假装他们是和苏联人民站在一起的。
披着人性的外衣，假意赞颂普通个体来否定集体价值，以此污蔑官方，污蔑大环境，污蔑苏联政府。
切尔诺贝利被反反复复鞭尸了几千几万次，那到了你们的阵营这一边，到了日本这儿，你们的声音呢，你们的普世价值呢？你们的国际主义精神呢？你们的环保主义呢？奥巴马时代你们能让崇洋媚外的公知成为一个国家主流舆论的强大文宣能力呢？
环保女孩失声了。
倡导中国人素食，说中国人吃肉导致碳排放的杂志失声了。
给华尔街铜牛泼血，搞瘫伦敦地铁，柏林集体躺尸的Extinction Rebellion环保组织，失声了。
资金雄厚到让中国一批一线明星代言环保，地铁站各种投放广告的WildAid，最近的发声是在倡导“减塑生活”，失声了。
国内那些精日精美天天讲普世价值的公知恨国党，也失声了。
打个赌，几十年后，下一代日本人一定会说排核废水什么的都是上一代人做出的决定，我们也是受害者，普通民众是无辜的等等，而且就日本的文宣能力，绝对能洗脑到一堆中国人帮着他们说话。
其实，拿这两次核事故比也不是特别贴切，因为福岛核电站的事和切尔诺贝利根本不是一个性质，福岛核事故本身就是一个小事故，硬生生被一群日本官员推诿扯皮恶化成巨大灾难。
你看看“工匠精神”的日本操作多离谱吧：
1.鬼才设计，凹地加地下水丰富区，然后发电机放在地下室。
2.东京电力公司只安排了300人左右去补救，（苏联60万人）
3.为了面子找50人当炮灰（据说50个人有没有还不一定），而且拍了一部叫做50勇士的电影。
4.核心出问题后直接灌入海水就能报销反应堆处理，他不用，用硼等物质减反应。
5.官方说处理没问题的水，自己人打脸，东京大学自己测出超标。
6.几年前就说2020年废水罐就要满了，为啥能撑到21年呢？偷排，还有韩国明确拍的照片发现这班人带着储水罐跑到韩国海域倒水。
7.不接受国际检查，偷偷立法将福岛核泄漏列为国家机密，禁止外部调查，然后拿着没有第三方审核过的数据说符合国际原子能机构标准。
总之，他们从没把精力用在修复补救上，精力全部放在不断隐瞒，不断造假欺骗，不断偷排污水。
令人发指到了这个程度，即使一个阵营的，怎么说也波及到你，你也要像模像样的抵制一下吧？不，美国政府居然堂而皇之的同意了。

后来想了想，也对，美国的大资本家和政客怎么会在乎别人的死活呢，即使排放量再高一倍，他们依然能搞到安全美味的海鲜享用。
别再信什么普世价值，别再信什么地球村，只要不是西方资本主义的阵营，他们的态度永远是非我族类必欲杀之，当下和你合作也只是为了以后分更大的蛋糕。
你想想，假如，中国不小心排了一点核废水被检测到，你猜国际舆论会怎样呢？国内方方柴静之流的舆论又会怎样呢？
很多时候，大家把对方想的太美好，永远觉得对方和我们意见分歧，对方传谣造谣，因为他们不明真相，是因为他们有刻板印象，是因为他们没有“走出去”看……
不！不是这样！哪怕他们全部知道真相，哪怕你做的再负责，发展再迅速，行为再符合道义，处理方式再“白左”，他们依然会春秋笔法的抹黑你！
因为这不是讲道理分对错，这是你死我活的斗争。
如果我们输了，在世界的舆论和历史上，真的就很难翻身了，几十年后，在其他国家下一代人的心目中，我们绝对被黑的体无完肤。
那个时候的人会记得，20年初，因为中国人落后野蛮吃蝙蝠，导致了人类有史以来最大的瘟疫。
那个时候的人会记得，在中国新疆，中国以奴隶制的方式压迫当地居民采摘棉花，搞种族灭绝。
那个时候的人会记得，19年夏天，香港英勇的青年，像五四运动那样，为了反抗黑暗的统治发声。
生气吗？先别急着生气，如果我们输了，这些混蛋王八蛋的文字都将成为舆论主流，都将成几十年后的事实。
不信？你看看新一代欧美青年，多少人认为是美国战胜了纳粹德国？
他们会用高分电影电视剧，伪造的纪录片，夹带私货的游戏，学术报告，纪实文学，诗集，回忆录，纪念碑，纪念馆，雕塑，教科书，访谈节目等所有你想的到想不到的传媒形式把他们扣在我们头上的屎盆子固定下来。
所以，我们一起努力，我们不能输！
————————————————————————————————————————————-
更新一下。
刚刚我刷了一下微博，柯南又霸占了好几个热搜，大家开始对新兰/柯哀争论不休，有时，我真的很佩服日本的文化输出，你看，排放核污水才过了几天啊，我们依然津津乐道日本动漫中的人物，依然为日漫中某个人物说了几句中文觉得满心欢喜……
似乎一切都没有发生过。

这还不超过五天，如果是五个月之后呢，五年之后呢，五十年之后呢？
我相信，如果现在有人柯南的热搜下评论核废水事件，一定会被群起而攻之，包括但不限于（柯南火的时候还没有核废水事件柯南无辜；核废水事件是日本官方的锅，为啥要制作方背；人民群众喜闻乐见你不喜欢你算老几；小fen红有本事一辈子别用日本产品……）
为啥我们总是舆论上吃亏，总是声音不受重视，很简单啊，哪怕人家把你欺负的伤痕累累，依然能大把大把赚你的钱，我并没有道德绑架或者呼吁什么，只是管中窥豹，可见一斑。",04-17
60af7e7468c5833197102055,,"如何看待外交部回应日本政府决定核废水排海：极其不负责任？艺人请不要随随便便对政治事件高谈阔论，以免暴露了自己是九漏鱼的事实。
引用一张微博图片：
任豪岂止是教育公众，他是在教育国家如何做事！
如果艺人非要对政治事件发表评论，请直接转发团中央或者中国外交部发言人或者其它可靠的中国官方媒体言论并表示支持。表态的言论，字数再少也要记得请经纪人检查一下错别字和标点符号和表情是否使用正确。
如果艺人非要对政治事件发表自己的原创言论，那么就算没时间阅读此事的相关材料，至少打电话跟自己的政治老师请教一下，行不行？
艺人非要从娱乐圈跨到政治圈，步子太大了容易扯到*！
隔行如隔山，你以为跨行言论是“一山更比一山高“，搞不好是“一失足成千古恨！“",04-14
60af7e7468c5833197102056,格罗斯特公爵,"如何看待 R1SE 成员任豪发表关于日本核电站事件的言论，称「用更大的罩子」封闭日本福岛核电站？什么用都没有，美国不发话，那就是默认让他排了。
当年苏联切尔诺贝利，上来就七级事故。可是人家苏联真的是拿命填，用无数鲜活的生命保住了自己和欧洲。就这美国和它的西方喉舌到现在都不肯放过苏联，还在拿这事拼命黑。
日本这可恶劣多了，本来三级事故，愣是被拖成了七级。但面对日本排核废水，西方干嘛呢？西方各大媒体，就把这当成一条普普通通的新闻报道了一次，然后木了。
这排核废水的要不是日本，而是中国，那西方媒体头版头条绝对连续几天被这新闻霸占，摸黑造谣诋毁铺天盖地席卷而来，甚至各种制裁纷至沓来。
可现在排核废水的不是兔子，是老鹰养子脚盆鸡，那这些Cia豢养的媒体自然duer 一声放个屁就没然后了。",04-12
