,博主昵称,微博内容,发布时间
5398,承德宽城法院,网络谣言粉碎机新疆人口真相粉碎种族灭绝谎言妄自断言中国新疆存在种族灭绝这是荒谬至极的世纪谎言是对中国人民的极大侮辱和侵犯也是对国际法和国际关系基本准则的严重践踏中国外交部发言人华春莹不久前美国发布人权报告造谣新疆存在种族灭绝我外交部严词回应荒谬至极的世纪谎言西方一些政客将种族灭绝与我国治疆政策相关联已不是第一次2021年1月美国前国务卿蓬佩奥在卸任前造谣中国在新疆种族灭绝他的继任者布林肯认可了这样的定性作为忠实跟班英国外交大臣拉布加拿大总理特鲁多等都曾提及调查新疆所谓种族灭绝问题如今美发布人权报告再行抹黑之事不过是谣言流水线上的惯性操作掩盖他们扰乱中国发展的险恶用心罢了说得如此冠冕堂皇但他们如此大张旗鼓抹黑的依据却是一份滥用数据的三无报告01起底谁杜撰了涉疆人口报告2月18日美国独立新闻调查网站灰色地带theGreyZone在报道中指出指控新疆种族灭绝依据的只有一个来源就是阿德里安曾兹AdrianZenz的研究报告这个阿德里安曾兹就是我们熟悉的著名极右翼宗教极端主义者造谣专家郑国恩2020年6月郑国恩发布绝育宫内节育器和强制生育控制中国共产党在新疆压制维吾尔族生育率的运动以维吾尔族人口出生率下降和所谓的强制节育为证据指责中国新疆存在种族灭绝后被蓬佩奥在相关声明中引用美联社美国有线电视新闻网CNN和英国广播公司BBC等跟风炒作一场煽动性造谣运动就此拉开序幕粉碎谣言我们的数据有力量郑国恩报告如何恶意造谣新疆人口现状的数据篡改滥用是105非105郑国恩的研究报告中称2020年一个维吾尔族地区克孜勒苏柯尔克孜自治州设定了接近于零的人口增长目标105据克孜勒苏柯尔克孜自治州卫健委预算报告显示人口自然增长率设定的是105当转化为时其人口自然增长率就应是105显然郑国恩所谓每千人中仅新增105人是以混淆人口增长计量单位的低劣手法来造谣是693非258郑国恩研究报告中称2018年新疆所有少数民族地区人口增长均降至406其中喀什与和田地区的增长率为258新疆维吾尔自治区统计局发布的2019年新疆统计年鉴显示2018年喀什地区人口自然增长率为693和田地区为296克孜勒苏柯尔克孜自治州1145其余3地州2018年人口自然增长率均高于406是87非80郑国恩的研究报告中称2018年中国80的宫内节育器的新增例数都发生在新疆根据国家卫健委出版的中国卫生健康统计年鉴2019数据显示2018年新疆新增放置节育器例数为328475例全国新增例数为3774318例新疆新增例数仅占全国新增例数的87是稳步发展非急剧下降郑国恩研究报告中称自2015年起新疆的人口自然增长率急剧下降维吾尔族等少数民族人口增长停滞国家统计局和新疆维吾尔自治区统计局公布的数据表明2015年至2017年新疆的人口自然增长率基本稳定在11以上尽管2018年新疆的人口自然增长率下降至613但从中国人口自然增长率的平均水平来看新疆地区的人口自然增长率仍处在较高水平新疆维吾尔族人口持续增长2010年至2018年新疆维吾尔族人口从101715万人上升至127184万人增加25469万人增长2504维吾尔族人口的增幅不仅高于全疆人口1399的增幅也高于全部少数民族人口2214的增幅更明显高于汉族人口20的增幅真相新疆欢迎您眼见为实中华人民共和国宪法和中华人民共和国民族区域自治法明确倡导民族平等反对民族歧视追求各民族共同繁荣支持根据实际情况对少数民族发展予以特殊照顾中国既没有种族灭绝的社会基础也找不到相关事实依据我们相信眼见为实的力量伊朗驻华大使穆罕默德克沙瓦尔兹扎德新疆正处于历史上前所未有的繁荣期西方却说新疆存在种族灭绝其实根本没有这种情况收起全文d,04月09日 15:31
1227,China爱国人士赵小姐,是啊人家老外很吃惊你们中国人搞的高科技连人权都没有,2020年06月02日 23:43
5006,娱乐十三姨,人民日报触目惊心的美国人权纪录传递这段视频中国人唱给美国的魔性RAP今日热门O网页链接,04月08日 19:12
986,格竹熊,连自己本国普通民众的生命都不当回事对其他非西方国家的人命就更不会当回事崔紫剑V闪闪在社会实际层面物权高于人权的他们精英阶层连自己本国普通民众的生命都不当回事对其他非西方国家的人命就更不会当回事这一点是与西方国家打交道时值得中国人特别注意的,2020年05月07日 23:17
8401,桃小淘monica,让几亿中国人吃饱饭活下来才是最基本的人权,05月22日 14:14
1673,直通非洲,布隆迪官方报新生报社长卡姆维努布萨就抗疫和涉港问题接受央视采访生命权才是最大的人权8月10日布隆迪官方报新生报社长卡姆维努布萨接受中央电视台记者采访就中非抗疫合作香港特区政府决定推迟立法会选举等议题回答了记者提问卡表示在全球抗击新冠肺炎疫情的斗争中中国始终战斗在第一线取得了令人瞩目的成就在这方面中国毫无疑问是各国的榜样中国懂得如何防控疫情懂得如何保护人民的生命健康中国不仅关心本国人民的生命健康也积极帮助其他国家抗击疫情尤其在非洲国家中国提供了很多实实在在的援助卡强调由于疫情原因香港特区政府决定将立法会选举推迟一年这是一项正确的决定香港市民的生命健康比一次选举重要得多从人权角度看香港特区政府优先保护民众生命健康是最优选择因为生命权才是最大的人权反对这项决定的人无论是谁我敢肯定他们都不是真正为香港市民着想这项决定合情合理合法真空期问题也会得到妥善解决所以我不明白为什么在美国和一些欧洲国家会有人反对这项决定这和他们有什么关系一个国家的内政本来就应由该国自己决定来源驻布隆迪使馆收起全文d,2020年08月12日 22:34
8194,香港经济导报,优衣库被指使用新疆棉花遭美国拦截经导微资讯5月19日外交部发言人赵立坚主持例行记者会回应今年1月美国海关以使用新疆棉花为由拦截优衣库一批衬衫一事称中国新疆没有所谓的强迫劳动只有自愿就业自主择业个别西方国家政客和反华势力散布的有关谎言纯粹是打着人权的幌子打压中国的特定企业和产业服务他们祸乱新疆遏制中国发展的险恶阴谋观察者网责编szy收起全文d,05月20日 11:25
5759,共读共享共乐,邻国缅甸在中国外交布局中就属于首要的周边首要二字说明了邻国局势的重要性和地位有些事情拖久了必定出幺蛾子最近有一个非常值得警惕的动向缅甸前民选政府任命的驻联合国常驻代表觉莫敦4月9号呼吁联合国为缅甸划定禁航区并实施制裁是的没看错是缅甸人呼吁划禁飞区这位大使在安理会非正式会议上说国际社会必须立即采取强有力的集体行动对我们来说时间是关键请现在就行动如果真要设立的话是我有记忆以来在中国周边首次设立禁飞区禁飞区大家有印象的可能是伊拉克和利比亚1991年美英法设立伊拉克库尔德人安全区随后正式移交给联合国1992年8月美国等在伊南部北纬32度以南地区设立禁飞区1996年9月美国又将禁飞区扩大到北纬33度以南地区再次剥夺伊拉克空中飞行权利利比亚的禁飞区更近了2011年联合国安理会决定在利比亚设立禁飞区决议说为了保护利比亚平民的安全除以人道主义救援为目的和负责撤离外国侨民的飞机外禁止所有飞机在利比亚领空飞行利比亚政府的飞机不能在自己领空上飞还能想到的是波黑禁飞区乌克兰禁飞区等禁飞区顾名思义是在冲突情况下某些国家或组织在冲突地域划定的特殊限制空域只有在国际组织授权的前提下建立这种禁飞区才具有合法性以联合国的名义干了什么好事么我亲自报道了利比亚伊拉克两个国家的战争一直有个疑问如果没有禁飞区这两个国家人民的命运是不是就一定更糟糕历史没办法去假设但我能确信亲眼所见的是禁飞区设立之后两个国家的元首萨达姆和卡扎菲都成了极其悲剧性人物而且两国动荡至今这一切都和当初禁飞区的设立外力压制当地政府军事力量强力干预有直接关系设立禁飞区的实质是拉偏架以保护所谓人权之名行肆无忌惮干涉内政之实2东莞收起全文d,04月11日 18:22
4461,华声在线,中国人权事业的进步举世瞩目国际论坛全中国人民都在享受着国家发展带来的巨大红利这在全球范围内是了不起的人权成就我首次到访中国是15年前自那时起我陆续访问中国超过50次增进了对中国人民和中国制度的认识和理解令我尤为印象深刻的就是中国在人权领域取得的成就很多事实都证明中国人权事业的进步举世瞩目人民日报维克多科尔迪索O网页链接收起全文d,04月05日 15:12
3319,爱讲笑话的杰洛,我真的非常非常好奇浪国不整个中国互联网上的这帮目田派究竟tmd从资本主义文化中学到了什么我自己读欧美史尤其是资产阶级革命史时也一并过了遍权利法案独立宣言人权宣言等重要资本主义文献甚至还看了点美国宪法这些文献中展示给世人的那些有关人类道德与权利的文字语句不少在现代依然熠熠生辉闪耀于世间对我产生了相当可观的影响但我至今从未见过一个能符合这些文献主旨的所谓中国目田派也许是因为真懂这些的也不会在网上大放厥词算我求他们了哪怕思想资本主义点也行啊这么封建甚至奴隶制我真的顶不住了收起全文d,01月21日 22:59
1573,厚德承载世界,栾老太太3这个世界会好吗答案是肯定的只要你光明中国就不会黑暗自由民主法治人权就一定会实现,2020年07月29日 23:47
7456,DoesMusic,小编分享国际不打小孩日教你如何正确打孩子每年4月30日是国际不打小孩日这个节日由美国一个反体罚组织在1998年发起旨在宣传正面管教方法倡导儿童人权许多家长称孩子调皮一天不打上房揭瓦打孩子应该是大多数中国父母的标配技能O国际不打小孩日教你如何正确打孩子,04月30日 23:30
3014,濤聲摘编,连英国卫生大臣都承认疫情失控怒批三十万人封城前逃离伦敦指责中国的中国公知却仍坚信民主国家英国做得比中国好还人权而且死那么多人仍是高级人道主义网友怒斥那快英国去别在中国瞎哔哔英美疫情实况不断打脸公知言论作者因此得出结论中国公知根本不要脸据拆台群体免疫失败后公知再度跪舔英国O群体免疫失败后公知再度跪舔英国群体免疫失败后公知再度跪舔英国O群体免疫失败后公知再度跪舔英国群体免疫失败后公知再度跪舔英国O群体免疫失败后公知再度跪舔英国收起全文d,2020年12月22日 22:46
2255,天体地质人心,美帝国主义根本没有资格在中国政府中国人民面前论人权,2020年10月15日 23:18
7254,北京晚报北晚新视觉网,BBC采访翻车妄图指责中国美学者却细数了美国干的好事15日美国著名经济学家杰弗瑞萨克斯接受BBC关于气候变化问题的采访节目一开始主持人却以抹黑中国侵犯人权的预设来提问萨克斯听不下去了直言为啥不谈谈美国侵犯人权的行为呢并开始罗列美国在其他国家侵犯人权的具体行径OBBC采访翻车妄图指责中国美学者却细数美国干的那些好事收起全文d,04月16日 19:08
7226,快乐松鼠宝贝206487867,一开始看到人民日报的视频里面剪辑比较多环球网这个相对完整一点包含了主持人一开始的提问以及中间打断的理由希望能有更完整的采访不然比较容易断章取义这个主持人问的是有点奇怪把拜登两项对华政策放在一起一个是指责人权问题一个是在气候问题上与中国合作这两个政策是不同领域的,04月16日 19:56
5877,惟嘉和南,我发表了头条文章美国对外侵略战争造成严重人道主义灾难中国人权研究会2021年4月O美国对外侵略战争造成严重人道主义灾难中国人权研究会2021年4月,04月11日 00:08
1871,月天_而我报之以鸽,我瞳孔地震外婆看完剧之后发表了一番类似于姻缘天注定家长或者其他人不应该瞎掺和所以应该让小孩自己去走的高论我甚至不愿意把它称为迷信和现代观念的结合了这玩意儿应该叫中国特色天赋人权我更好奇的是是不是我国早期宣传工作者想出的这个绝妙的点子,2020年09月10日 21:53
946,彭羽价值投资,中国这一代知识分子的最大悲哀就是把美国政客那套忽悠人的宣传当真了一个靠抢夺殖民地起家对原住民实行种族灭绝贩卖黑奴实行奴隶制直到上个世纪六十年代还在实行种族隔离的国家谈论人权高于一切究竟有多少可信度一场新冠病毒疫情在剥去了美国的所有伪装之后也击碎了中国这一代知识分子的虚幻梦想原来在高谈人权的美国其实人命最不值钱可以排在所有经济考量之后甚至有官员毫无人性地呼吁老年人应该为经济做出牺牲虽然读书人的自尊还在促使他们用利害权衡的理由为美国辩护但一个只讲私利的美国还有灯塔的光辉和追求理想的价值吗收起全文d,2020年05月04日 23:49
1450,落日里的蒹葭,呵呵在这个世界上人权值得每一个人尊重和爱护我们生而为人连自己的权利都不爱惜还能爱惜什么呢如果你在牺牲别人的人权来宣泄自己的不满和恶毒那就意味着你把自己的人权也慢慢牺牲掉了凡事有度长达4个多月的网络暴力各种违法现象我觉得中国中小学生法制观念与意识亟待提升请227停止网络暴力此外最想一提的是只是封几个账号不过聊胜于无真正违法犯罪的人破坏公共网络秩序的人仍然逍遥法外请227停止误导青少年收起全文d,2020年07月08日 23:13
